From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
NP_414562.1,A0A385XJL4,reviewed,INSB9_ECOLI,Insertion element IS1 9 protein InsB (IS1i),insB9 b4710,Escherichia coli (strain K12),167
NP_414562.1,P0CF25,reviewed,INSB1_ECOLI,Insertion element IS1 1 protein InsB (IS1a),insB1 b0021 JW0020,Escherichia coli (strain K12),167
NP_414562.1,P0CF28,reviewed,INSB5_ECOLI,Insertion element IS1 5 protein InsB (IS1h),insB5 b1893,Escherichia coli (strain K12),167
NP_414562.1,P0CF29,reviewed,INSB6_ECOLI,Insertion element IS1 6 protein InsB (IS1e),insB6 b3445 JW3409,Escherichia coli (strain K12),167
NP_414563.1,A0A385XJ53,reviewed,INSA9_ECOLI,Insertion element IS1 9 protein InsA (IS1 repressor TnpA),insA9 b4709,Escherichia coli (strain K12),91
NP_414563.1,P0CF07,reviewed,INSA1_ECOLI,Insertion element IS1 1 protein InsA (IS1a),insA1 b0022 JW0021,Escherichia coli (strain K12),91
NP_414563.1,P0CF11,reviewed,INSA5_ECOLI,Insertion element IS1 5 protein InsA (IS1h),insA5 b1894,Escherichia coli (strain K12),91
NP_414563.1,P0CF12,reviewed,INSA6_ECOLI,Insertion element IS1 6 protein InsA (IS1e),insA6 b3444 JW3408,Escherichia coli (strain K12),91
NP_414564.1,P0A7U7,reviewed,RS20_ECOLI,30S ribosomal protein S20 (Small ribosomal subunit protein bS20),rpsT b0023 JW0022,Escherichia coli (strain K12),87
NP_414565.1,P75620,reviewed,YAAY_ECOLI,Uncharacterized protein YaaY,yaaY b0024 JW5003,Escherichia coli (strain K12),72
NP_414566.1,P0AG40,reviewed,RIBF_ECOLI,Bifunctional riboflavin kinase/FMN adenylyltransferase (Riboflavin biosynthesis protein RibF) [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)],ribF yaaC b0025 JW0023,Escherichia coli (strain K12),313
NP_414567.1,P00956,reviewed,SYI_ECOLI,Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS),ileS ilvS b0026 JW0024,Escherichia coli (strain K12),938
NP_414568.1,P00804,reviewed,LSPA_ECOLI,Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II),lspA lsp b0027 JW0025,Escherichia coli (strain K12),164
NP_414569.1,P0AEM0,reviewed,FKBX_ECOLI,FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Rotamase),fkpB slpA yaaD b0028 JW0026,Escherichia coli (strain K12),149
NP_414570.1,P62623,reviewed,ISPH_ECOLI,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase),ispH lytB yaaE b0029 JW0027,Escherichia coli (strain K12),316
NP_414571.1,P22564,reviewed,RIHC_ECOLI,Non-specific ribonucleoside hydrolase RihC (EC 3.2.-.-) (Purine/pyrimidine ribonucleoside hydrolase),rihC yaaF b0030 JW0028,Escherichia coli (strain K12),304
NP_414572.1,P04036,reviewed,DAPB_ECOLI,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),dapB b0031 JW0029,Escherichia coli (strain K12),273
NP_414573.1,P0A6F1,reviewed,CARA_ECOLI,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain),carA pyrA b0032 JW0030,Escherichia coli (strain K12),382
NP_414574.1,P00968,reviewed,CARB_ECOLI,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain),carB pyrA b0033 JW0031,Escherichia coli (strain K12),1073
NP_414576.4,P0AE58,reviewed,CAIF_ECOLI,Transcriptional activatory protein CaiF,caiF b0034 JW0033,Escherichia coli (strain K12),131
NP_414577.2,P39206,reviewed,CAIE_ECOLI,Carnitine operon protein CaiE,caiE b0035 JW5004,Escherichia coli (strain K12),196
NP_414578.2,P31551,reviewed,CAID_ECOLI,Carnitinyl-CoA dehydratase (EC 4.2.1.149) (Crotonobetainyl-CoA hydratase),caiD yaaL b0036 JW0035,Escherichia coli (strain K12),261
NP_414579.4,P31552,reviewed,CAIC_ECOLI,Crotonobetaine/carnitine--CoA ligase (EC 6.2.1.48) (Betaine:CoA ligase),caiC yaaM b0037 JW0036,Escherichia coli (strain K12),517
NP_414580.1,P31572,reviewed,CAIB_ECOLI,L-carnitine CoA-transferase (EC 2.8.3.21) (Crotonobetainyl-CoA:carnitine CoA-transferase),caiB yaaN b0038 JW0037,Escherichia coli (strain K12),405
NP_414581.1,P60584,reviewed,CAIA_ECOLI,Crotonobetainyl-CoA reductase (EC 1.3.8.13) (Crotobetaine reductase) (Crotonobetainyl-CoA dehydrogenase),caiA yaaO b0039 JW0038,Escherichia coli (strain K12),380
NP_414582.1,P31553,reviewed,CAIT_ECOLI,L-carnitine/gamma-butyrobetaine antiporter,caiT yaaP b0040 JW0039,Escherichia coli (strain K12),504
NP_414583.2,P60566,reviewed,FIXA_ECOLI,Protein FixA,fixA yaaQ b0041 JW0040,Escherichia coli (strain K12),256
NP_414584.1,P31574,reviewed,FIXB_ECOLI,Protein FixB,fixB yaaR b0042 JW0041,Escherichia coli (strain K12),313
NP_414585.1,P68644,reviewed,FIXC_ECOLI,Protein FixC,fixC yaaS b0043 JW0042,Escherichia coli (strain K12),428
NP_414586.1,P68646,reviewed,FIXX_ECOLI,Ferredoxin-like protein FixX,fixX yaaT b0044 JW0043,Escherichia coli (strain K12),95
NP_414587.1,P31679,reviewed,YAAU_ECOLI,Putative metabolite transport protein YaaU,yaaU yabE b0045 JW0044,Escherichia coli (strain K12),443
NP_414588.1,P0A754,reviewed,KEFF_ECOLI,Glutathione-regulated potassium-efflux system ancillary protein KefF (Quinone oxidoreductase KefF) (EC 1.6.5.2),kefF yabF b0046 JW0045,Escherichia coli (strain K12),176
NP_414589.1,P03819,reviewed,KEFC_ECOLI,Glutathione-regulated potassium-efflux system protein KefC (K(+)/H(+) antiporter),kefC trkC b0047 JW0046,Escherichia coli (strain K12),620
NP_414590.1,P0ABQ4,reviewed,DYR_ECOLI,Dihydrofolate reductase (EC 1.5.1.3),folA tmrA b0048 JW0047,Escherichia coli (strain K12),159
NP_414591.1,P05637,reviewed,APAH_ECOLI,"Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)",apaH b0049 JW0048,Escherichia coli (strain K12),280
NP_414592.1,P62672,reviewed,APAG_ECOLI,Protein ApaG,apaG b0050 JW0049,Escherichia coli (strain K12),125
NP_414593.1,P06992,reviewed,RSMA_ECOLI,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",rsmA ksgA b0051 JW0050,Escherichia coli (strain K12),273
NP_414594.1,P19624,reviewed,PDXA_ECOLI,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase),pdxA b0052 JW0051,Escherichia coli (strain K12),329
NP_414595.1,P0ABZ6,reviewed,SURA_ECOLI,Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA) (Survival protein A),surA b0053 JW0052,Escherichia coli (strain K12),428
NP_414596.1,P31554,reviewed,LPTD_ECOLI,LPS-assembly protein LptD (Organic solvent tolerance protein),lptD imp ostA yabG b0054 JW0053,Escherichia coli (strain K12),784
NP_414597.1,P31680,reviewed,DJLA_ECOLI,Co-chaperone protein DjlA (DnaJ-like protein DjlA),djlA yabH b0055 JW0054,Escherichia coli (strain K12),271
NP_414600.1,P0AA37,reviewed,RLUA_ECOLI,Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase),rluA yabO b0058 JW0057,Escherichia coli (strain K12),219
NP_414601.1,P60240,reviewed,RAPA_ECOLI,RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA),rapA hepA yabA b0059 JW0058,Escherichia coli (strain K12),968
NP_414602.1,P21189,reviewed,DPO2_ECOLI,DNA polymerase II (Pol II) (EC 2.7.7.7),polB dinA b0060 JW0059,Escherichia coli (strain K12),783
NP_414603.1,P08203,reviewed,ARAD_ECOLI,L-ribulose-5-phosphate 4-epimerase AraD (EC 5.1.3.4) (Phosphoribulose isomerase),araD b0061 JW0060,Escherichia coli (strain K12),231
NP_414604.1,P08202,reviewed,ARAA_ECOLI,L-arabinose isomerase (EC 5.3.1.4),araA b0062 JW0061,Escherichia coli (strain K12),500
NP_414605.1,P08204,reviewed,ARAB_ECOLI,Ribulokinase (EC 2.7.1.16),araB b0063 JW0062,Escherichia coli (strain K12),566
NP_414606.1,P0A9E0,reviewed,ARAC_ECOLI,Arabinose operon regulatory protein (HTH-type transcriptional regulator AraC),araC b0064 JW0063,Escherichia coli (strain K12),292
NP_414607.1,P30149,reviewed,YABI_ECOLI,Inner membrane protein YabI,yabI b0065 JW5005,Escherichia coli (strain K12),254
NP_414608.1,P31548,reviewed,THIQ_ECOLI,Thiamine import ATP-binding protein ThiQ (EC 7.6.2.15),thiQ yabJ b0066 JW0065,Escherichia coli (strain K12),232
NP_414609.1,P31549,reviewed,THIP_ECOLI,Thiamine transport system permease protein ThiP,thiP yabK b0067 JW0066,Escherichia coli (strain K12),536
NP_414610.1,P31550,reviewed,THIB_ECOLI,Thiamine-binding periplasmic protein,thiB tbpA yabL b0068 JW0067,Escherichia coli (strain K12),327
NP_414611.1,P33595,reviewed,SGRR_ECOLI,HTH-type transcriptional regulator SgrR,sgrR yabN b0069 JW0068,Escherichia coli (strain K12),551
NP_414613.1,P30126,reviewed,LEUD_ECOLI,3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase),leuD b0071 JW0070,Escherichia coli (strain K12),201
NP_414614.1,P0A6A6,reviewed,LEUC_ECOLI,3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase),leuC b0072 JW0071,Escherichia coli (strain K12),466
NP_414615.4,P30125,reviewed,LEU3_ECOLI,3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH),leuB b0073 JW5807,Escherichia coli (strain K12),363
NP_414616.1,P09151,reviewed,LEU1_ECOLI,2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase),leuA b0074 JW0073,Escherichia coli (strain K12),523
NP_414617.1,P0AD79,reviewed,LPL_ECOLI,leu operon leader peptide (leu operon attenuator peptide),leuL leuLP b0075 JW0074,Escherichia coli (strain K12),28
NP_414618.4,P10151,reviewed,LEUO_ECOLI,HTH-type transcriptional regulator LeuO,leuO b0076 JW0075,Escherichia coli (strain K12),314
NP_414620.1,P00894,reviewed,ILVH_ECOLI,Acetolactate synthase isozyme 3 small subunit (EC 2.2.1.6) (ALS-III) (Acetohydroxy-acid synthase III small subunit) (AHAS-III),ilvH brnP b0078 JW0077,Escherichia coli (strain K12),163
NP_414622.1,P0ACP1,reviewed,CRA_ECOLI,Catabolite repressor/activator (Fructose repressor),cra fruC fruR shl b0080 JW0078,Escherichia coli (strain K12),334
NP_414623.1,P22186,reviewed,MRAZ_ECOLI,Transcriptional regulator MraZ,mraZ yabB b0081 JW0079,Escherichia coli (strain K12),152
NP_414624.1,P60390,reviewed,RSMH_ECOLI,Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH),rsmH mraW yabC b0082 JW0080,Escherichia coli (strain K12),313
NP_414625.1,P0AEN4,reviewed,FTSL_ECOLI,Cell division protein FtsL,ftsL mraR yabD b0083 JW0081,Escherichia coli (strain K12),121
NP_414626.1,P0AD68,reviewed,FTSI_ECOLI,"Peptidoglycan D,D-transpeptidase FtsI (EC 3.4.16.4) (Essential cell division protein FtsI) (Murein transpeptidase) (Penicillin-binding protein 3) (PBP-3) (Peptidoglycan synthase FtsI)",ftsI pbpB b0084 JW0082,Escherichia coli (strain K12),588
NP_414627.1,P22188,reviewed,MURE_ECOLI,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)",murE b0085 JW0083,Escherichia coli (strain K12),495
NP_414628.1,P11880,reviewed,MURF_ECOLI,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase),murF mra b0086 JW0084,Escherichia coli (strain K12),452
NP_414629.1,P0A6W3,reviewed,MRAY_ECOLI,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase),mraY murX b0087 JW0085,Escherichia coli (strain K12),360
NP_414630.1,P14900,reviewed,MURD_ECOLI,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase),murD b0088 JW0086,Escherichia coli (strain K12),438
NP_414631.1,P0ABG4,reviewed,FTSW_ECOLI,Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.1.129) (Cell division protein FtsW) (Cell wall polymerase) (Lipid II flippase FtsW) (Peptidoglycan polymerase) (PG polymerase),ftsW b0089 JW0087,Escherichia coli (strain K12),414
NP_414632.1,P17443,reviewed,MURG_ECOLI,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase),murG b0090 JW0088,Escherichia coli (strain K12),355
NP_414633.1,P17952,reviewed,MURC_ECOLI,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase),murC b0091 JW0089,Escherichia coli (strain K12),491
NP_414634.1,P07862,reviewed,DDLB_ECOLI,D-alanine--D-alanine ligase B (EC 6.3.2.4) (D-Ala-D-Ala ligase B) (D-alanylalanine synthetase B),ddlB ddl b0092 JW0090,Escherichia coli (strain K12),306
NP_414635.1,P06136,reviewed,FTSQ_ECOLI,Cell division protein FtsQ,ftsQ b0093 JW0091,Escherichia coli (strain K12),276
NP_414636.1,P0ABH0,reviewed,FTSA_ECOLI,Cell division protein FtsA,ftsA divA b0094 JW0092,Escherichia coli (strain K12),420
NP_414637.1,P0A9A6,reviewed,FTSZ_ECOLI,Cell division protein FtsZ,ftsZ sfiB sulB b0095 JW0093,Escherichia coli (strain K12),383
NP_414638.1,P0A725,reviewed,LPXC_ECOLI,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (Protein EnvA) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),lpxC asmB envA b0096 JW0094,Escherichia coli (strain K12),305
NP_414639.2,P62395,reviewed,SECM_ECOLI,Secretion monitor,secM srrA yacA b0097 JW5007,Escherichia coli (strain K12),170
NP_414640.1,P10408,reviewed,SECA_ECOLI,Protein translocase subunit SecA (EC 7.4.2.8),secA azi pea prlD b0098 JW0096,Escherichia coli (strain K12),901
NP_414641.1,P08337,reviewed,MUTT_ECOLI,"8-oxo-dGTP diphosphatase (8-oxo-dGTPase) (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)",mutT b0099 JW0097,Escherichia coli (strain K12),129
NP_414643.1,P0A8H8,reviewed,YACG_ECOLI,DNA gyrase inhibitor YacG,yacG b0101 JW5008,Escherichia coli (strain K12),65
NP_414644.1,P36680,reviewed,ZAPD_ECOLI,Cell division protein ZapD (Z ring-associated protein D),zapD yacF b0102 JW0099,Escherichia coli (strain K12),247
NP_414645.1,P0A6I9,reviewed,COAE_ECOLI,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),coaE yacE b0103 JW0100,Escherichia coli (strain K12),206
NP_414646.1,P60560,reviewed,GUAC_ECOLI,GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase),guaC b0104 JW0101,Escherichia coli (strain K12),347
NP_414648.1,P36646,reviewed,HOFC_ECOLI,Protein transport protein HofC homolog,hofC hopC yacD b0106 JW0102,Escherichia coli (strain K12),400
NP_414649.1,P36645,reviewed,HOFB_ECOLI,Protein transport protein HofB homolog,hofB hopB b0107 JW0103,Escherichia coli (strain K12),461
NP_414650.1,P36647,reviewed,PPDD_ECOLI,Prepilin peptidase-dependent protein D,ppdD b0108 JW0104,Escherichia coli (strain K12),146
NP_414651.1,P30011,reviewed,NADC_ECOLI,Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase),nadC b0109 JW0105,Escherichia coli (strain K12),297
NP_414652.1,P13016,reviewed,AMPD_ECOLI,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)",ampD b0110 JW0106,Escherichia coli (strain K12),183
NP_414653.1,P0AE14,reviewed,AMPE_ECOLI,Protein AmpE,ampE b0111 JW0107,Escherichia coli (strain K12),284
NP_414654.1,P15993,reviewed,AROP_ECOLI,Aromatic amino acid transport protein AroP (Aromatic amino acid:H(+) symporter AroP) (General aromatic amino acid permease) (General aromatic transport system),aroP b0112 JW0108,Escherichia coli (strain K12),457
NP_414655.1,P0ACL9,reviewed,PDHR_ECOLI,Pyruvate dehydrogenase complex repressor,pdhR aceC genA yacB b0113 JW0109,Escherichia coli (strain K12),254
NP_414656.1,P0AFG8,reviewed,ODP1_ECOLI,Pyruvate dehydrogenase E1 component (PDH E1 component) (EC 1.2.4.1),aceE b0114 JW0110,Escherichia coli (strain K12),887
NP_414657.1,P06959,reviewed,ODP2_ECOLI,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2),aceF b0115 JW0111,Escherichia coli (strain K12),630
NP_414658.1,P0A9P0,reviewed,DLDH_ECOLI,Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes) (Glycine cleavage system L protein),lpdA lpd b0116 JW0112,Escherichia coli (strain K12),474
NP_414659.1,P36682,reviewed,YACH_ECOLI,Uncharacterized protein YacH,yacH b0117 JW0113,Escherichia coli (strain K12),617
NP_414660.1,P36683,reviewed,ACNB_ECOLI,"Aconitate hydratase B (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)",acnB yacI yacJ b0118 JW0114,Escherichia coli (strain K12),865
NP_414661.2,P0A8E5,reviewed,YACL_ECOLI,UPF0231 protein YacL,yacL b0119 JW0115,Escherichia coli (strain K12),120
NP_414662.1,P0A7F6,reviewed,SPED_ECOLI,S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain],speD b0120 JW0116,Escherichia coli (strain K12),264
NP_414663.1,P09158,reviewed,SPEE_ECOLI,Polyamine aminopropyltransferase (Cadaverine aminopropyltransferase) (EC 2.5.1.-) (Putrescine aminopropyltransferase) (PAPT) (Spermidine aminopropyltransferase) (EC 2.5.1.79) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16) (Spermine synthase) (EC 2.5.1.22) (Thermospermine synthase),speE b0121 JW0117,Escherichia coli (strain K12),288
NP_414664.4,P0AA95,reviewed,YACC_ECOLI,Uncharacterized protein YacC,yacC b0122 JW0118,Escherichia coli (strain K12),115
NP_414665.1,P36649,reviewed,CUEO_ECOLI,Multicopper oxidase CueO (MCO) (EC 1.16.3.4) (Blue copper oxidase CueO) (Copper efflux oxidase) (Cu efflux oxidase) (Cuprous oxidase),cueO yacK b0123 JW0119,Escherichia coli (strain K12),516
NP_414666.1,P15877,reviewed,DHG_ECOLI,Quinoprotein glucose dehydrogenase (EC 1.1.5.2) (Glucose dehydrogenase [pyrroloquinoline-quinone]),gcd b0124 JW0120,Escherichia coli (strain K12),796
NP_414667.4,P0A9M2,reviewed,HPRT_ECOLI,Hypoxanthine phosphoribosyltransferase (HPRT) (EC 2.4.2.8) (6-oxopurine phosphoribosyltransferase) (6-oxopurine PRTase),hpt b0125 JW5009,Escherichia coli (strain K12),178
NP_414668.1,P61517,reviewed,CAN_ECOLI,Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase 2),can cynT2 yadF b0126 JW0122,Escherichia coli (strain K12),220
NP_414669.1,P36879,reviewed,YADG_ECOLI,Uncharacterized ABC transporter ATP-binding protein YadG,yadG b0127 JW0123,Escherichia coli (strain K12),308
NP_414670.1,P0AFN6,reviewed,YADH_ECOLI,Inner membrane transport permease YadH,yadH b0128 JW0124,Escherichia coli (strain K12),256
NP_414671.1,P36881,reviewed,YADI_ECOLI,Putative phosphotransferase enzyme IIA component YadI (Putative PTS system EIIA component),yadI b0129 JW0125,Escherichia coli (strain K12),146
NP_414672.1,P31666,reviewed,YADE_ECOLI,Uncharacterized protein YadE,yadE b0130 JW0126,Escherichia coli (strain K12),409
NP_414673.1,P0A790,reviewed,PAND_ECOLI,Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain],panD b0131 JW0127,Escherichia coli (strain K12),126
NP_414674.1,P31665,reviewed,RPNC_ECOLI,Recombination-promoting nuclease RpnC (EC 3.1.21.-),rpnC yadD b0132 JW5010,Escherichia coli (strain K12),300
NP_414675.1,P31663,reviewed,PANC_ECOLI,Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme),panC b0133 JW0129,Escherichia coli (strain K12),283
NP_414676.1,P31057,reviewed,PANB_ECOLI,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT),panB b0134 JW0130,Escherichia coli (strain K12),264
NP_414677.1,P31058,reviewed,YADC_ECOLI,Uncharacterized fimbrial-like protein YadC,yadC b0135 JW0131,Escherichia coli (strain K12),412
NP_414678.1,P37016,reviewed,YADK_ECOLI,Uncharacterized fimbrial-like protein YadK,yadK b0136 JW0132,Escherichia coli (strain K12),198
