From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WP_001009056.1	A0A428HI51	unreviewed	A0A428HI51_9STRE	Conjugal transfer protein	D8785_08065	Streptococcus australis	73
WP_001009056.1	A0A829F767	unreviewed	A0A829F767_ENTFC	Conjugal transfer protein	SSM_00423	Enterococcus faecium EnGen0192	73
WP_001009056.1	A0A0M2A8V0	unreviewed	A0A0M2A8V0_ENTFL	Conjugal transfer protein	UMC_02546	Enterococcus faecalis EnGen0302	73
WP_001009056.1	J0YPP9	unreviewed	J0YPP9_9STRE	Conjugative transposon protein	SPAR10_0294	Streptococcus infantis SPAR10	73
WP_001009056.1	X8K8L1	unreviewed	X8K8L1_9STRE	Conjugal transfer protein	HMPREF1518_1828	Streptococcus sp. SR1	73
WP_001009056.1	W3XQW7	unreviewed	W3XQW7_9STRE	Conjugal transfer protein	HMPREF1519_1641	Streptococcus sp. SR4	73
WP_001009056.1	A0A8B6LD57	unreviewed	A0A8B6LD57_STREQ	FIG086557: Conjugation related protein	NCTC11557_02079	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	73
WP_001009056.1	R0LIG3	unreviewed	R0LIG3_STRMT	Conjugal transfer protein	D064_05034	Streptococcus mitis 11/5	73
WP_001009056.1	S4FVP2	unreviewed	S4FVP2_ENTFL	Conjugal transfer protein	D351_00036	Enterococcus faecalis WKS-26-18-2	73
WP_001009056.1	A0A0M2B4L9	unreviewed	A0A0M2B4L9_ENTFC	Conjugal transfer protein	D353_00426	Enterococcus faecium OC2A-1	73
WP_001009056.1	A0A233VXW6	unreviewed	A0A233VXW6_FINMA	Conjugal transfer protein	B9N56_05945 CJ208_02495	Finegoldia magna (Peptostreptococcus magnus)	73
WP_001009056.1	A0A135YNR1	unreviewed	A0A135YNR1_9FIRM	Conjugal transfer protein	HMPREF3195_01505	Peptostreptococcus anaerobius	73
WP_001009056.1	A0A2S6DRL4	unreviewed	A0A2S6DRL4_STAAU	Conjugative transposon protein	C7P97_08760 HK402_11075 SAMEA70245418_01893	Staphylococcus aureus	73
WP_001009056.1	A0A0F3HQU2	unreviewed	A0A0F3HQU2_STRGN	Conjugal transfer protein	DW726_09045 RN86_08380 UA00_01491	Streptococcus gordonii	73
WP_001009056.1	E9NM68	unreviewed	E9NM68_STROR	Conjugation related protein	D8802_03360 D8860_00295 D8894_05200 SORDD24_00082 SORDD27_01727 SORDD30_00106	Streptococcus oralis	73
WP_001009056.1	A0A1V0H9R7	unreviewed	A0A1V0H9R7_STRSL	Conjugal transfer protein	A6J87_08620 CKU37_10725 DWV94_03445 DWZ07_05960 FHI56_03130 FOC73_02395	Streptococcus salivarius	73
WP_001009056.1	A0A3P1S8D9	unreviewed	A0A3P1S8D9_STRSA	Conjugal transfer protein	D8870_11205 D8879_03455 EII39_03205 FKX92_04830	Streptococcus sanguinis	73
WP_001009056.1	A8CUI2	unreviewed	A8CUI2_STRSU	Conjugal transfer protein	A7J08_01685 BKM67_04115 DP112_07170 E8L09_07120 ERS132417_00012 ERS132522_01229 ERS156295_01772 GLP18_06365 SC84_08	Streptococcus suis	73
WP_001009056.1	A0A0E1ELP9	unreviewed	A0A0E1ELP9_STRAG	Conjugal transfer protein	AX245_03980 C4618_07600 C6N07_08000 RDF_0588 TH70_0582	Streptococcus agalactiae	73
WP_001009056.1	A4F5E7	unreviewed	A4F5E7_STREE	Conjugative transposon protein (FIG086557: Conjugation related protein) (Putative integrative and conjugative element protein)	orf19 AZJ28_02340 AZJ70_12705 ERS019166_00526 ERS019499_00348 ERS020334_01493 ERS020456_00066 ERS021072_00858 ERS021218_00936 ERS021524_00508 ERS022181_00915 ERS096071_01539 GM532_14455 GM536_00995 GM537_11730 GM539_12880 SAMEA104154639_00738 SAMEA2627268_01638 SAMEA2783718_00409 SAMEA3171064_00835 SAMEA3389245_00712 SAMEA3389353_01761 SAMEA3390019_00896 SAMEA3506030_01384 SAMEA4038883_01233	Streptococcus pneumoniae	73
WP_001009056.1	A0A5S4THP6	unreviewed	A0A5S4THP6_STRPY	Conjugal transfer protein	E0F66_10775 SAMEA1711581_00998 SAMEA864267_01730	Streptococcus pyogenes	73
WP_001009056.1	T0U960	unreviewed	T0U960_9ENTE	Conjugation related protein	HSIEG1_3458	Enterococcus sp. HSIEG1	73
WP_001009056.1	A0A2I1TSE1	unreviewed	A0A2I1TSE1_STRPA	Conjugal transfer protein	CYK20_07225	Streptococcus parasanguinis	73
WP_001009056.1	A0A0P0N727	unreviewed	A0A0P0N727_STRAP	Conjugation related protein	C6A27_00765 DWX18_01880 DXA16_10165 DXB55_08590 F6I09_07200 SanJ4211_0246c	Streptococcus anginosus	73
WP_001009056.1	A0A3P5XPN2	unreviewed	A0A3P5XPN2_STRCB	Conjugal transfer protein	FMV2238Y02_11430 GE024_04375	Streptococcus canis	73
WP_001009056.1	A0A1H9CP49	unreviewed	A0A1H9CP49_STREI	Conjugal transfer protein	GO596_05530 SAMN05216346_10366	Streptococcus equinus (Streptococcus bovis)	73
WP_001009056.1	A0A380K5T4	unreviewed	A0A380K5T4_9STRE	FIG086557: Conjugation related protein	NCTC12224_00351	Streptococcus hyointestinalis	73
WP_001009056.1	A0A059N5R7	unreviewed	A0A059N5R7_ENTFL	Conjugal transfer protein	HMPREF2097_00259	Enterococcus faecalis 918	73
WP_001009056.1	A0A3R9KQV9	unreviewed	A0A3R9KQV9_STRIT	Conjugal transfer protein	D8829_03870	Streptococcus intermedius	73
WP_001009056.1	Q47729	unreviewed	Q47729_ENTFL	Enterococcus faecalis DS16 transposon Tn916, (tet(M)), (Xis-Tn), (Int-Tn) genes, ORFs 1-24	CGZ46_14845 CUM81_08355 EGW70_06205 EU507_05350 EY666_08830 GTI81_09980 JFI91_11400 KUB3007_C27210	Enterococcus faecalis (Streptococcus faecalis)	73
WP_001009056.1	A0A0D5MAE3	unreviewed	A0A0D5MAE3_ENTFC	Conjugal transfer protein	AWT83_11625 CUN04_06035 EB44_02707	Enterococcus faecium (Streptococcus faecium)	73
WP_001009056.1	A0A6I4XBH4	unreviewed	A0A6I4XBH4_ENTGA	Conjugal transfer protein	GTI89_02415	Enterococcus gallinarum	73
WP_001009056.1	A0A7G7IU17	unreviewed	A0A7G7IU17_ENTHR	Conjugal transfer protein	FQ488_13880 FQ488_14235	Enterococcus hirae	73
WP_001009056.1	A0A0A1MBS2	unreviewed	A0A0A1MBS2_BACIU	Conjugal transfer protein	BS49Tn916_00050	Bacillus subtilis	73
WP_001009056.1	A0A387BAQ4	unreviewed	A0A387BAQ4_9STRE	Conjugal transfer protein	D7D53_04465	Streptococcus gwangjuense	73
WP_001009056.1	A0A072YF69	unreviewed	A0A072YF69_9CLOT	Conjugal transfer protein	Z957_01475	Clostridium sp. K25	73
WP_001009056.1	A0A0A0IG14	unreviewed	A0A0A0IG14_CLONO	Conjugal transfer protein	Z969_10285	Clostridium novyi A str. 4570	73
WP_001009056.1	A0A1E7G0K3	unreviewed	A0A1E7G0K3_LACLC	Conjugal transfer protein	AJ89_13770	Lactococcus lactis subsp. cremoris IBB477	73
WP_001009056.1	A0A6G7B9J7	unreviewed	A0A6G7B9J7_9LACO	Conjugal transfer protein	G6Z83_04725	Lactobacillus iners	73
WP_001009056.1	Q84F52	unreviewed	Q84F52_CLODI	Conjugative transposon protein (Orf19)	orf19 SAMEA1531904_03801 SAMEA1710456_01611	Clostridioides difficile (Peptoclostridium difficile)	73
WP_001009056.1	A0A133YEY3	unreviewed	A0A133YEY3_9FIRM	Conjugal transfer protein	HMPREF1872_00571	Clostridiales bacterium KA00274	73
WP_001009056.1	A0A099I2V2	unreviewed	A0A099I2V2_CLOIN	Conjugal transfer protein	CIAN88_21815 DXA38_11655	Clostridium innocuum	73
WP_001009056.1	A0A174VYX4	unreviewed	A0A174VYX4_9CLOT	Conjugative transposon protein	ERS852528_03773	Hungatella hathewayi	73
WP_001009056.1	A0A3E3AFQ6	unreviewed	A0A3E3AFQ6_9FIRM	Conjugal transfer protein	DW242_11280	Erysipelatoclostridium ramosum	73
WP_001009056.1	A0A2Z3RCY0	unreviewed	A0A2Z3RCY0_LEVBR	Conjugal transfer protein	CCS05_12680	Levilactobacillus brevis (Lactobacillus brevis)	73
WP_001009056.1	A0A1F1SCM3	unreviewed	A0A1F1SCM3_9LACT	Conjugal transfer protein	HMPREF3106_07515	Granulicatella sp. HMSC31F03	73
WP_001009056.1	A0A1F2HCN5	unreviewed	A0A1F2HCN5_9STRE	Conjugal transfer protein	HMPREF3112_09040	Streptococcus sp. HMSC10E12	73
WP_001009056.1	A0A133YJX3	unreviewed	A0A133YJX3_9FIRM	Conjugal transfer protein	HMPREF3188_01544	Tissierellia bacterium KA00581	73
WP_001009056.1	A0A231Q5P1	unreviewed	A0A231Q5P1_9LACO	Conjugal transfer protein	AYP69_01445	Ligilactobacillus agilis	73
WP_001009056.1	A0A1S1H1I9	unreviewed	A0A1S1H1I9_9STRE	Conjugal transfer protein	HMPREF3237_04090	Streptococcus sp. HMSC34B10	73
WP_001009056.1	A0A089RZT1	unreviewed	A0A089RZT1_9LACO	Conjugal transfer protein	B5G36_08995 B6U56_10905 CR166_09275 LSJ_5003	Ligilactobacillus salivarius	73
WP_001009056.1	L7VTG0	unreviewed	L7VTG0_LISMN	Conjugal transfer protein		Listeria monocytogenes	73
WP_001009056.1	A0A0D5C7K2	unreviewed	A0A0D5C7K2_ERYRH	Conjugal transfer protein		Erysipelothrix rhusiopathiae	73
WP_001009056.1	A0A1F0CF69	unreviewed	A0A1F0CF69_9STRE	Conjugal transfer protein	HMPREF2570_10325	Streptococcus sp. HMSC069D09	73
WP_001009056.1	A0A1F0BLL8	unreviewed	A0A1F0BLL8_9STRE	Conjugal transfer protein	HMPREF2607_07730	Streptococcus sp. HMSC078H03	73
WP_001009056.1	A0A1S1FCZ5	unreviewed	A0A1S1FCZ5_9STRE	Conjugal transfer protein	HMPREF2634_02680	Streptococcus sp. HMSC034B03	73
WP_001009056.1	A0A1F0AZE9	unreviewed	A0A1F0AZE9_9STRE	Conjugal transfer protein	HMPREF2701_00270	Streptococcus sp. HMSC077D04	73
WP_001009056.1	A0A1F0A6W8	unreviewed	A0A1F0A6W8_9STRE	Conjugal transfer protein	HMPREF2728_03845	Streptococcus sp. HMSC061D10	73
WP_001009056.1	A0A395WB13	unreviewed	A0A395WB13_9FIRM	Conjugal transfer protein	DWW32_03050	Holdemanella biformis	73
WP_001009056.1	A0A6L8TF06	unreviewed	A0A6L8TF06_9FIRM	Conjugal transfer protein	GT694_12245	Blautia massiliensis	73
WP_001009056.1	A0A1E9GL30	unreviewed	A0A1E9GL30_9STRE	Conjugal transfer protein	HMPREF2764_03120	Streptococcus sp. HMSC073F11	73
WP_001009056.1	A0A1E9DVN5	unreviewed	A0A1E9DVN5_9STRE	Conjugal transfer protein	HMPREF2780_01060	Streptococcus sp. HMSC062B01	73
WP_001009056.1	A0A1E9AB84	unreviewed	A0A1E9AB84_9STRE	Conjugal transfer protein	HMPREF2805_00910	Streptococcus sp. HMSC034E03	73
WP_001009056.1	A0A1F1HAH7	unreviewed	A0A1F1HAH7_9STRE	Conjugal transfer protein	HMPREF2867_02895	Streptococcus sp. HMSC064H09	73
WP_001009056.1	A0A1F1CJJ4	unreviewed	A0A1F1CJJ4_9STRE	Conjugal transfer protein	HMPREF2904_01320	Streptococcus sp. HMSC072G04	73
WP_001009056.1	A0A1F0RCH5	unreviewed	A0A1F0RCH5_9STRE	Conjugal transfer protein	HMPREF2970_05800	Streptococcus sp. HMSC056D07	73
WP_001009056.1	A0A3E2TJS5	unreviewed	A0A3E2TJS5_9FIRM	Conjugal transfer protein	DXA39_03005	Anaerococcus nagyae	73
WP_001009056.1	A0A1C0BUQ0	unreviewed	A0A1C0BUQ0_9FIRM	Conjugal transfer protein	A4S06_10765	Erysipelotrichaceae bacterium MTC7	73
WP_001009056.1	A0A1V4DEX3	unreviewed	A0A1V4DEX3_9ENTE	Conjugal transfer protein	BW731_01570	Vagococcus martis	73
WP_001009056.1	A0A242GQC0	unreviewed	A0A242GQC0_9ENTE	Conjugal transfer protein	A5865_003638	Enterococcus sp. 12E11_DIV0728	73
WP_001009056.1	A0A200HMH2	unreviewed	A0A200HMH2_9ENTE	Conjugal transfer protein	A5868_003643	Enterococcus sp. 12F9_DIV0723	73
WP_001009056.1	A0A1H0QFW1	unreviewed	A0A1H0QFW1_9STRE	Conjugal transfer protein	SAMN05216494_0641	Streptococcus sp. NLAE-zl-C503	73
WP_001009056.1	A0A178K0S5	unreviewed	A0A178K0S5_9STRE	Conjugal transfer protein	A3Q39_05950	Streptococcus sp. CCUG 49591	73
WP_001009056.1	A0A429Z5N3	unreviewed	A0A429Z5N3_9ENTE	Conjugal transfer protein	C7P63_08000	Vagococcus humatus	73
WP_001009056.1	A0A1X1HRY5	unreviewed	A0A1X1HRY5_STROR	Conjugal transfer protein	B7716_04675 B7718_00600	Streptococcus oralis subsp. oralis	73
WP_001009056.1	A0A1S9IBL2	unreviewed	A0A1S9IBL2_9CLOT	Conjugal transfer protein	BS638_05455	Clostridium tepidum	73
WP_001009056.1	A0A135YVM6	unreviewed	A0A135YVM6_9STRE	Conjugal transfer protein	HMPREF3205_00758	Streptococcus pasteurianus	73
WP_001009056.1	A0A2S7YV02	unreviewed	A0A2S7YV02_9FIRM	Conjugal transfer protein	VRHSUH10_02020	Veillonella sp. T11011-6	73
WP_001009056.1	A0A2N6PPT8	unreviewed	A0A2N6PPT8_9STRE	Conjugal transfer protein	CJ239_04935	Streptococcus sp. UMB0029	73
WP_001009056.1	A0A2Z4WER4	unreviewed	A0A2Z4WER4_9CLOT	Conjugal transfer protein	C3495_11545	Clostridiaceae bacterium 14S0207	73
WP_001009056.1	Q8E008	unreviewed	Q8E008_STRA5	Conjugal transfer protein	SAG0931	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	73
WP_001009056.1	A0A372SLE3	unreviewed	A0A372SLE3_9FIRM	Conjugal transfer protein	DW113_15045	Absiella sp. AM09-45	73
WP_001009056.1	A0A415Z1L7	unreviewed	A0A415Z1L7_9FIRM	Conjugal transfer protein	DW091_12025	Eubacterium sp. AM05-23	73
WP_001009056.1	A0A3R6VFM8	unreviewed	A0A3R6VFM8_9CLOT	Conjugal transfer protein	DWX43_22525	Clostridium sp. AF19-22AC	73
WP_001009056.1	A0A3R6YCB9	unreviewed	A0A3R6YCB9_9CLOT	Conjugal transfer protein	DXB22_05170	Clostridiaceae bacterium OM02-2AC	73
WP_001009056.1	A0A417JYH6	unreviewed	A0A417JYH6_9FIRM	Conjugal transfer protein	DW716_14630	Absiella sp. AM27-20	73
WP_001009056.1	A0A374RUB3	unreviewed	A0A374RUB3_9FIRM	Conjugal transfer protein	DXD51_04510	Eubacterium sp. TM05-53	73
WP_001009056.1	A0A373KQZ4	unreviewed	A0A373KQZ4_9FIRM	Conjugal transfer protein	DW050_06225	Ruminococcus sp. AF42-10	73
WP_001009056.1	A0A3A5SFN7	unreviewed	A0A3A5SFN7_9STRE	Conjugal transfer protein	DW738_03195	Streptococcus sp. AM28-20	73
WP_001009056.1	A0A372YRY3	unreviewed	A0A372YRY3_9FIRM	Conjugal transfer protein	DW100_05195	Erysipelotrichaceae bacterium AM07-35-1	73
WP_001009056.1	A0A421BHR1	unreviewed	A0A421BHR1_9LACT	Conjugal transfer protein	D3H64_02585	Atopobacter sp. AH10	73
WP_001009056.1	A0A7W9SG79	unreviewed	A0A7W9SG79_9FIRM	Multisubunit Na+/H+ antiporter MnhC subunit	HNQ46_000809	Oribacterium sinus	73
WP_001009056.1	A0A3P3R021	unreviewed	A0A3P3R021_9FIRM	Conjugal transfer protein	EHV10_06745	Lachnoanaerobaculum gingivalis	73
WP_001009056.1	A0A3P1VN35	unreviewed	A0A3P1VN35_9STRE	Conjugal transfer protein	EII37_03510	Streptococcus sp. OH4692_COT-348	73
WP_001009056.1	A0A0T8TKJ4	unreviewed	A0A0T8TKJ4_9STRE	Conjugal transfer protein	ERS020247_00540	Streptococcus pseudopneumoniae	73
WP_001009056.1	A0A6V6Y6M7	unreviewed	A0A6V6Y6M7_9FIRM	Conjugal transfer protein	PEPNEM18_01467	Peptoniphilus nemausensis	73
WP_001009056.1	A0A6N4TI01	unreviewed	A0A6N4TI01_9FIRM	Conjugal transfer protein	Aargi30884_13810	Amedibacterium intestinale	73
WP_001009056.1	A0A6N7XBE4	unreviewed	A0A6N7XBE4_9FIRM	Conjugal transfer protein	FYJ71_01305	Peptostreptococcus porci	73
WP_001009056.1	A0A2G9EH64	unreviewed	A0A2G9EH64_9FUSO	Conjugal transfer protein	CTM71_07780	Fusobacterium pseudoperiodonticum	73
WP_001009056.1	A0A6G8I0C1	unreviewed	A0A6G8I0C1_9STRE	Conjugal transfer protein	GPZ88_05710	Streptococcus sp. CNU G2	73
WP_001009056.1	A0A6N8UAV0	unreviewed	A0A6N8UAV0_9FIRM	Conjugal transfer protein	GSF08_07085	Copranaerobaculum intestinale	73
WP_001009056.1	Q188U7	unreviewed	Q188U7_CLOD6	Putative conjugative transposon protein Tn5397,CTn3-Orf19	CD630_04991	Clostridioides difficile (strain 630) (Peptoclostridium difficile)	73
WP_001009056.1	A0A7G9AWG9	unreviewed	A0A7G9AWG9_9STRE	Conjugal transfer protein	H8787_06090	Streptococcus sp. NSJ-72	73
WP_001009056.1	A0A7G9GKG5	unreviewed	A0A7G9GKG5_9FIRM	Conjugal transfer protein	H9Q80_13650	Eubacterium sp. NSJ-61	73
WP_001009056.1	A0A7G9GVL2	unreviewed	A0A7G9GVL2_9FUSO	Conjugal transfer protein	H9Q81_07735	Fusobacterium sp. NSJ-57	73
WP_001009056.1	A0A081Q0B7	unreviewed	A0A081Q0B7_STRMT	Conjugation related protein (FIG086557: Conjugation related protein) (Putative membrane protein)	AXK38_05355 CYK18_10130 D8787_05600 D8847_08645 D8854_00710 GEZ71_04640 GEZ84_02915 NCTC11189_00545 SK1126_1718 SK271_0822 SK667_1267 SMIDD28_01055 SMNM65_17820	Streptococcus mitis	73
WP_001009056.1	A0A3D8ZAV0	unreviewed	A0A3D8ZAV0_STAPS	Conjugal transfer protein	DV961_07840 EGV54_02430 EGV54_14180	Staphylococcus pseudintermedius	73
