From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
WP_000010163.1,P65239,reviewed,KPRS1_STRPN,Ribose-phosphate pyrophosphokinase 1 (RPPK 1) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate 1) (Phosphoribosyl diphosphate synthase 1) (Phosphoribosyl pyrophosphate synthase 1) (P-Rib-PP synthase 1) (PRPP synthase 1) (PRPPase 1),prs1 prsA SP_0027,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),322
WP_000010163.1,P65240,reviewed,KPRS1_STRR6,Ribose-phosphate pyrophosphokinase 1 (RPPK 1) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate 1) (Phosphoribosyl diphosphate synthase 1) (Phosphoribosyl pyrophosphate synthase 1) (P-Rib-PP synthase 1) (PRPP synthase 1) (PRPPase 1),prs1 prsA spr0028,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),322
WP_000010163.1,A0A0H2ZP84,unreviewed,A0A0H2ZP84_STRP2,Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase),prsA prs SPD_0033,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),322
WP_000010163.1,A5LIQ8,unreviewed,A5LIQ8_STREE,Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase),prs CGSSp6BS73_09541,Streptococcus pneumoniae SP6-BS73,322
WP_000010163.1,B1I7H7,unreviewed,B1I7H7_STRPI,Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase),prs SPH_0127,Streptococcus pneumoniae (strain Hungary19A-6),322
WP_000010163.1,C1C9S4,unreviewed,C1C9S4_STRP7,Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase),prs SP70585_0087,Streptococcus pneumoniae (strain 70585),322
WP_000011015.1,A0A0E8P2V6,unreviewed,A0A0E8P2V6_STREE,DEAD-box ATP-dependent RNA helicase CshB (EC 3.6.4.13),rheB cshB GM543_03880 SAMEA3389245_01933 SAMEA3390019_01759,Streptococcus pneumoniae,447
WP_000011015.1,Q8DQH1,unreviewed,Q8DQH1_STRR6,DEAD-box ATP-dependent RNA helicase CshB (EC 3.6.4.13),rheB cshB spr0670,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),447
WP_000011015.1,A0A0H2ZPR8,unreviewed,A0A0H2ZPR8_STRP2,DEAD-box ATP-dependent RNA helicase CshB (EC 3.6.4.13),cshB SPD_0663,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),447
WP_000011015.1,B2INE4,unreviewed,B2INE4_STRPS,DEAD-box ATP-dependent RNA helicase CshB (EC 3.6.4.13),rheB cshB SPCG_0711,Streptococcus pneumoniae (strain CGSP14),447
WP_000011306.1,A0A829BSG3,unreviewed,A0A829BSG3_STREE,Probable cell division protein WhiA,whiA PCS70012_00354,Streptococcus pneumoniae PCS70012,303
WP_000011306.1,A0A0B7LE80,unreviewed,A0A0B7LE80_STREE,Probable cell division protein WhiA,whiA AZJ70_00420 AZK02_01035 ERS020474_00187 ERS021072_00183 GM527_03680 GM529_01465 GM537_01375 GM538_01755 GM539_00245 GM546_03395 GM547_05390 SAMEA2696394_00975 SAMEA3207035_01063 SAMEA3389245_00121 SAMEA3389353_00219 SAMEA3506030_02163 SAMEA4038883_02144,Streptococcus pneumoniae,303
WP_000011306.1,Q8DP12,reviewed,WHIA_STRR6,Probable cell division protein WhiA,whiA spr1422,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),303
WP_000011306.1,Q04JI4,reviewed,WHIA_STRP2,Probable cell division protein WhiA,whiA SPD_1394,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),303
WP_000011306.1,A5LL52,unreviewed,A5LL52_STREE,Probable cell division protein WhiA,whiA CGSSp6BS73_08124 CGSSp6BS73_08839,Streptococcus pneumoniae SP6-BS73,303
WP_000011699.1,A0A829BJU9,unreviewed,A0A829BJU9_STREE,Uncharacterized protein,PCS70012_01131,Streptococcus pneumoniae PCS70012,73
WP_000011699.1,A0A064C3E7,unreviewed,A0A064C3E7_STREE,Membrane protein,A5N45_03755 AZJ28_00665 ERS096071_00627 GM536_06030 GM537_05215 GM538_04760 GM546_00720 SAMEA3506030_00220,Streptococcus pneumoniae,73
WP_000011699.1,Q8CYZ5,unreviewed,Q8CYZ5_STRR6,Uncharacterized protein,spr0680,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),73
WP_000011699.1,A0A0H2ZPJ4,unreviewed,A0A0H2ZPJ4_STRP2,Uncharacterized protein,SPD_0673,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),73
WP_000011699.1,B1IAU7,unreviewed,B1IAU7_STRPI,Uncharacterized protein,SPH_0871,Streptococcus pneumoniae (strain Hungary19A-6),73
WP_000011789.1,A0A0I6GCZ6,unreviewed,A0A0I6GCZ6_STREE,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),leuS SAMEA3171064_00317,Streptococcus pneumoniae,833
WP_000011789.1,Q8DRB6,reviewed,SYL_STRR6,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),leuS spr0235,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),833
WP_000011789.1,Q04MJ2,reviewed,SYL_STRP2,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),leuS SPD_0238,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),833
WP_000013420.1,A0A829BA66,unreviewed,A0A829BA66_STREE,Carbamate kinase,PCS70012_02210,Streptococcus pneumoniae PCS70012,315
WP_000013420.1,A0A0B7LHR0,unreviewed,A0A0B7LHR0_STREE,Carbamate kinase,arcC AZJ70_07420 GM532_01140 GM537_04855 GM539_04720 GM545_02230 GM547_02775 SAMEA104154639_01373 SAMEA3171064_00180 SAMEA3207035_00444,Streptococcus pneumoniae,315
WP_000013420.1,A0A0H2US27,unreviewed,A0A0H2US27_STRPN,Carbamate kinase,arcC SP_2151,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),315
WP_000013420.1,Q8DN28,unreviewed,Q8DN28_STRR6,Carbamate kinase,arcC spr1958,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),315
WP_000013420.1,A0A0H2ZQF0,unreviewed,A0A0H2ZQF0_STRP2,Carbamate kinase,arcC SPD_1977,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),315
WP_000013420.1,A5LLK7,unreviewed,A5LLK7_STREE,Carbamate kinase,CGSSp6BS73_06933,Streptococcus pneumoniae SP6-BS73,315
WP_000013420.1,C1CHE8,unreviewed,C1CHE8_STRZJ,Carbamate kinase,arcC SPJ_2175,Streptococcus pneumoniae (strain JJA),315
WP_000013420.1,B2INH1,unreviewed,B2INH1_STRPS,Carbamate kinase,arcC SPCG_2120,Streptococcus pneumoniae (strain CGSP14),315
WP_000013542.1,F9LYV9,unreviewed,F9LYV9_STRMT,50S ribosomal protein L5,rplE HMPREF9965_0114,Streptococcus mitis bv. 2 str. SK95,180
WP_000013542.1,F5W1S3,unreviewed,F5W1S3_9STRE,50S ribosomal protein L5,rplE HMPREF9967_0489,Streptococcus infantis SK1076,180
WP_000013542.1,F9HBK7,unreviewed,F9HBK7_STRMT,50S ribosomal protein L5,rplE HMPREF9958_1887,Streptococcus mitis SK1073,180
WP_000013542.1,F9HKL1,unreviewed,F9HKL1_STRMT,50S ribosomal protein L5,rplE HMPREF9957_1565,Streptococcus mitis SK1080,180
WP_000013542.1,F9MIA3,unreviewed,F9MIA3_STRMT,50S ribosomal protein L5,rplE HMPREF9959_1361,Streptococcus mitis SK569,180
WP_000013542.1,F9PXR9,unreviewed,F9PXR9_9STRE,50S ribosomal protein L5,rplE HMPREF9954_0222,Streptococcus infantis SK970,180
WP_000013542.1,G0IBW6,unreviewed,G0IBW6_STRES,50S ribosomal protein L5,rplE SPPN_01835,Streptococcus pseudopneumoniae (strain IS7493),180
WP_000013542.1,A0A0F2E3B6,unreviewed,A0A0F2E3B6_STROR,50S ribosomal protein L5,rplE ATE34_01185 ATE35_01175 ATE37_01035 B7725_04905 B7726_08155 B7727_07615 B7728_09680 B7729_08710 B7730_06435 B7731_03510 STO1_002060 TZ95_01544,Streptococcus oralis subsp. tigurinus,180
WP_000013542.1,I2J4Y5,unreviewed,I2J4Y5_9STRE,50S ribosomal protein L5,rplE HMPREF1116_0076,Streptococcus sp. SK140,180
WP_000013542.1,I2JA24,unreviewed,I2JA24_9STRE,50S ribosomal protein L5,rplE HMPREF1117_0474,Streptococcus sp. SK643,180
WP_000013542.1,I0SN11,unreviewed,I0SN11_STRMT,50S ribosomal protein L5,rplE HMPREF1045_1027,Streptococcus mitis SK616,180
WP_000013542.1,I0SWN8,unreviewed,I0SWN8_STRMT,50S ribosomal protein L5,rplE HMPREF1048_1384,Streptococcus mitis SK575,180
WP_000013542.1,I0T4J5,unreviewed,I0T4J5_STRMT,50S ribosomal protein L5,rplE HMPREF1110_0644,Streptococcus mitis SK579,180
WP_000013542.1,I0SQ69,unreviewed,I0SQ69_STROR,50S ribosomal protein L5,rplE HMPREF1047_1042,Streptococcus oralis SK1074,180
WP_000013542.1,I0Q4R1,unreviewed,I0Q4R1_STROR,50S ribosomal protein L5,rplE HMPREF1115_0402,Streptococcus oralis SK610,180
WP_000013542.1,J4XBK4,unreviewed,J4XBK4_9STRE,50S ribosomal protein L5,rplE HMPREF1149_0855,Streptococcus sp. BS35b,180
WP_000013542.1,A0A4V0C281,unreviewed,A0A4V0C281_9STRE,50S ribosomal protein L5,rplE NCTC5338_01763,Streptococcus australis,180
WP_000013542.1,A0A829BK09,unreviewed,A0A829BK09_STREE,50S ribosomal protein L5,rplE PCS70012_01641,Streptococcus pneumoniae PCS70012,180
WP_000013542.1,J0YKZ3,unreviewed,J0YKZ3_9STRE,50S ribosomal protein L5,rplE SPAR10_0435,Streptococcus infantis SPAR10,180
WP_000013542.1,X8K8F5,unreviewed,X8K8F5_9STRE,50S ribosomal protein L5,rplE HMPREF1518_0091,Streptococcus sp. SR1,180
WP_000013542.1,J5GJS5,unreviewed,J5GJS5_STROR,50S ribosomal protein L5,rplE HMPREF1125_1917,Streptococcus oralis SK304,180
WP_000013542.1,K0ZRY6,unreviewed,K0ZRY6_9STRE,50S ribosomal protein L5,rplE GMD4S_12212,Streptococcus sp. GMD4S,180
WP_000013542.1,K0ZDF7,unreviewed,K0ZDF7_9STRE,50S ribosomal protein L5,rplE GMD6S_08073,Streptococcus sp. GMD6S,180
WP_000013542.1,S3A5H8,unreviewed,S3A5H8_9STRE,50S ribosomal protein L5,rplE HMPREF1481_01565,Streptococcus sp. HPH0090,180
WP_000013542.1,R0N8I4,unreviewed,R0N8I4_STRMT,50S ribosomal protein L5,rplE D064_02206,Streptococcus mitis 11/5,180
WP_000013542.1,R0NSH8,unreviewed,R0NSH8_STRMT,50S ribosomal protein L5,rplE D065_03508,Streptococcus mitis 13/39,180
WP_000013542.1,A0A081QN05,unreviewed,A0A081QN05_STROR,50S ribosomal protein L5,rplE BBP19_05010 D8800_02205 D8801_03605 D8802_04230 D8803_00655 D8804_00795 D8835_04700 D8844_07560 D8846_00865 D8850_07350 D8857_02480 D8858_01295 D8859_00840 D8860_00460 D8862_04420 D8863_00305 D8894_01815 DF216_02560 DF217_06275 I6G42_00990 I6G43_09185 I6H78_06260 I6I32_06345 JDY60_09040 NCTC10232_01761 SK143_1719 SORDD05_01385 SORDD15_01512 SORDD17_00259 SORDD20_00025 SORDD21_00925 SORDD24_00627 SORDD25_01293 SORDD27_01379 SORDD30_01331,Streptococcus oralis,180
WP_000013542.1,A0A062WMA8,unreviewed,A0A062WMA8_STREE,50S ribosomal protein L5,rplE A4258_06605 A5N45_00175 AZJ28_00560 AZJ70_00635 AZK02_06370 AZK21_00875 ERS019166_00058 ERS019209_00110 ERS019499_00084 ERS020334_00272 ERS020456_01186 ERS020474_00923 ERS021072_00336 ERS021218_00083 ERS021524_01131 ERS022181_01229 ERS096071_01291 ERS367364_00161 GM527_00145 GM529_00700 GM532_00785 GM536_01605 GM537_00710 GM538_01490 GM539_07105 GM540_06565 GM544_01495 GM545_00720 GM546_00175 GM547_00430 SAMEA104154639_01327 SAMEA2627268_00881 SAMEA2696394_00608 SAMEA2783718_00596 SAMEA3171064_00353 SAMEA3207035_00207 SAMEA3207200_00299 SAMEA3381574_00752 SAMEA3389245_01455 SAMEA3389353_01094 SAMEA3390019_00205 SAMEA3506030_00440 SAMEA4038883_01828,Streptococcus pneumoniae,180
WP_000013542.1,S7XLG2,unreviewed,S7XLG2_STRMT,50S ribosomal protein L5,rplE M059_03990,Streptococcus mitis 18/56,180
WP_000013542.1,A0A0E2P8M2,unreviewed,A0A0E2P8M2_9STRE,50S ribosomal protein L5,rplE U751_01455,Streptococcus pseudopneumoniae 22725,180
WP_000013542.1,V8IKT0,unreviewed,V8IKT0_9STRE,50S ribosomal protein L5,rplE U753_00320,Streptococcus pseudopneumoniae 5247,180
WP_000013542.1,V8I6P0,unreviewed,V8I6P0_STRMT,50S ribosomal protein L5,rplE U757_07340,Streptococcus mitis 21/39,180
WP_000013542.1,V8IF89,unreviewed,V8IF89_STRMT,50S ribosomal protein L5,rplE U758_03045,Streptococcus mitis 27/7,180
WP_000013542.1,A0A387AY39,unreviewed,A0A387AY39_9STRE,50S ribosomal protein L5,rplE D7D53_00005,Streptococcus gwangjuense,180
WP_000013542.1,A0A1X1IY69,unreviewed,A0A1X1IY69_STROR,50S ribosomal protein L5,rplE B7705_05520 B7707_03510 B7708_06145 B7709_04645 CK799_04315 CYK16_02425 CYK17_06560 D8805_03430,Streptococcus oralis subsp. dentisani,180
WP_000013542.1,A0A1S1GZ78,unreviewed,A0A1S1GZ78_9STRE,50S ribosomal protein L5,rplE HMPREF3237_01715,Streptococcus sp. HMSC34B10,180
WP_000013542.1,Q97SV1,reviewed,RL5_STRPN,50S ribosomal protein L5,rplE SP_0221,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),180
WP_000013542.1,Q8CWV4,reviewed,RL5_STRR6,50S ribosomal protein L5,rplE spr0201,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),180
WP_000013542.1,A0A1F0BR95,unreviewed,A0A1F0BR95_9STRE,50S ribosomal protein L5,rplE HMPREF2613_08670,Streptococcus sp. HMSC070B10,180
WP_000013542.1,A0A1F0BKM6,unreviewed,A0A1F0BKM6_9STRE,50S ribosomal protein L5,rplE HMPREF2619_02805,Streptococcus sp. HMSC074B11,180
WP_000013542.1,A0A1S1CZR1,unreviewed,A0A1S1CZR1_9STRE,50S ribosomal protein L5,rplE HMPREF2628_00810,Streptococcus sp. HMSC063B03,180
WP_000013542.1,A0A1S1DKZ1,unreviewed,A0A1S1DKZ1_9STRE,50S ribosomal protein L5,rplE HMPREF2655_00360,Streptococcus sp. HMSC066F01,180
