From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
30514981,Q96W54,reviewed,RS22A_CANAL,40S ribosomal protein S22-A,RPS22A RPS22 CAALFM_C106460CA CaO19.13644 CaO19.6265,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),130
30514982,A0A1D8PD34,unreviewed,A0A1D8PD34_CANAL,Ovule protein,orf19.3064.1 CAALFM_C103660WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),79
3644688,Q59VR1,reviewed,SKO1_CANAL,Transcriptional regulator SKO1,SKO1 CAALFM_C103770WA CaO19.1032 CaO19.8634,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),578
30514984,A0A1D8PD42,unreviewed,A0A1D8PD42_CANAL,Inorganic pyrophosphatase,orf19.1026.1 CAALFM_C103840WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),89
3644695,A0A1D8PD57,unreviewed,A0A1D8PD57_CANAL,Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha),BET4 orf19.8641 CAALFM_C104070CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),368
3644719,A0A1D8PD83,unreviewed,A0A1D8PD83_CANAL,Septin,CDC3 orf19.8657 CAALFM_C104210CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),428
3644722,A0A1D8PDB0,unreviewed,A0A1D8PDB0_CANAL,Proteasome regulatory particle lid subunit,RPN13 orf19.8660 CAALFM_C104230WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),277
3644710,Q8NJN3,reviewed,ACS2_CANAL,Acetyl-coenzyme A synthetase 2 (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2),ACS2 CAALFM_C104290CA CaO19.1064 CaO19.8666,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),671
30514985,A0A1D8PD97,unreviewed,A0A1D8PD97_CANAL,ATP synthase F1 subunit epsilon,orf19.5201.1 CAALFM_C104360CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),83
3647990,Q59KZ1,reviewed,APE2_CANAL,Aminopeptidase 2 (EC 3.4.11.-),APE2 CAALFM_C104400CA CaO19.12664 CaO19.5197,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),924
30514986,A0A1D8PDA0,unreviewed,A0A1D8PDA0_CANAL,Sepiapterin reductase family protein,orf19.5194.1 CAALFM_C104430CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),253
3647986,A0A1D8PDA4,unreviewed,A0A1D8PDA4_CANAL,Fma1p,FMA1 orf19.12660 CAALFM_C104450CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),253
3646148,A0A1D8PDA6,unreviewed,A0A1D8PDA6_CANAL,Cyclin-dependent serine/threonine-protein kinase,PHO85 orf19.14136 CAALFM_C104520CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),332
30514987,A0A1D8PDB6,unreviewed,A0A1D8PDB6_CANAL,Secreted protein,orf19.6852.1 CAALFM_C104590WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),62
3646134,A0A1D8PDC4,unreviewed,A0A1D8PDC4_CANAL,ATP synthase subunit alpha,ATP1 orf19.14144 CAALFM_C104610WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),546
30514988,A0A1D8PDD0,unreviewed,A0A1D8PDD0_CANAL,Group-specific protein,orf19.772.1 CAALFM_C104720WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),73
3647534,Q59MA3,reviewed,PSF2_CANAL,DNA replication complex GINS protein PSF2,PSF2 CAALFM_C105030CA CaO19.57 CaO19.7718,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),203
30514990,A0A1D8PDI3,unreviewed,A0A1D8PDI3_CANAL,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,orf19.446.2 CAALFM_C105180CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),77
30514991,A0A1D8PDI1,unreviewed,A0A1D8PDI1_CANAL,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,orf19.446.1 CAALFM_C105190CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),76
30514993,A0A1D8PDP4,unreviewed,A0A1D8PDP4_CANAL,40S ribosomal protein S27,RPS27A orf19.413.1 CAALFM_C105510CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),82
3642504,A0A1D8PDL0,unreviewed,A0A1D8PDL0_CANAL,Ssh1p,SSH1 orf19.8042 CAALFM_C105530CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),499
30514995,A0A1D8PDK6,unreviewed,A0A1D8PDK6_CANAL,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (EC 2.5.1.78)",RIB4 orf19.410.3 CAALFM_C105560WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),206
30514999,P0C075,reviewed,ATG8_CANAL,Autophagy-related protein 8 (Autophagy-related ubiquitin-like modifier ATG8),ATG8 CAALFM_C105700WA CaO19.10016.1 CaO19.2480.1,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),135
30515000,A0A1D8PDL6,reviewed,RL7A_CANAL,60S ribosomal protein L7-A,RPL7A orf19.2478.1 CAALFM_C105720WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),241
30515002,A0A1D8PDP5,unreviewed,A0A1D8PDP5_CANAL,Cytochrome c oxidase assembly factor 3,orf19.2472.1 CAALFM_C105790WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),69
30515003,A0A1D8PDP8,unreviewed,A0A1D8PDP8_CANAL,Ubiquinol--cytochrome-c reductase subunit 10,orf19.2439.1 CAALFM_C106050CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),78
3639849,A0A1D8PDR2,unreviewed,A0A1D8PDR2_CANAL,Transcription factor,HAC1 orf19.9968 CAALFM_C106130CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),367
30515006,A0A1D8PDT3,reviewed,RS14B_CANAL,40S ribosomal protein S14B,RPS14B orf19.6265.1 CAALFM_C106450CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),132
30515007,A0A1D8PDT4,reviewed,RL39_CANAL,60S ribosomal protein L39,RPL39 CAALFM_C106470WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),51
30515008,A0A1D8PDT9,unreviewed,A0A1D8PDT9_CANAL,PRA1 family protein,orf19.6264.3 CAALFM_C106480CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),175
30515010,A0A1D8PDX1,unreviewed,A0A1D8PDX1_CANAL,"Mitochondrial outer membrane translocase complex, subunit Tom5",orf19.6247.1 CAALFM_C106640CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),47
30515012,A0A1D8PDY0,unreviewed,A0A1D8PDY0_CANAL,PET117 cytochrome c oxidase chaperone,orf19.6225.1 CAALFM_C106840CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),97
30515013,A0A1D8PDY6,unreviewed,A0A1D8PDY6_CANAL,Thyroglobulin type-1 domain-containing protein,orf19.6222.1 CAALFM_C106870CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),67
3639528,A0A1D8PDX4,unreviewed,A0A1D8PDX4_CANAL,Protein ZIP4 homolog,SPO22 orf19.13603 CAALFM_C106880CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),942
30515014,A0A1D8PDZ1,reviewed,RL34B_CANAL,60S ribosomal protein L34-B,RPL34B orf19.6220.4 CAALFM_C106890CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),122
30515015,A0A1D8PDX5,unreviewed,A0A1D8PDX5_CANAL,Isoleucine biosynthesis protein,MMD1 orf19.6220.3 CAALFM_C106900CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),156
30515018,A0A1D8PDZ3,unreviewed,A0A1D8PDZ3_CANAL,DUF1748-domain-containing protein,orf19.6198.1 CAALFM_C107060CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),103
30515019,A0A1D8PDZ4,unreviewed,A0A1D8PDZ4_CANAL,Uncharacterized protein,orf19.4450.2 CAALFM_C107150WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),80
30515020,A0A1D8PE03,unreviewed,A0A1D8PE03_CANAL,"ATP synthase subunit e, mitochondrial",orf19.4450.1 CAALFM_C107160CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),68
30515021,P0C0X3,reviewed,TFB5_CANAL,General transcription and DNA repair factor IIH subunit TFB5 (TFIIH subunit TFB5) (RNA polymerase II transcription factor B subunit 5),TFB5 CAALFM_C107280CA CaO19.11919.1 CaO19.4439.1,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),69
3644472,A0A1D8PE13,unreviewed,A0A1D8PE13_CANAL,Chromatin-remodeling ATPase,orf19.11916 CAALFM_C107340WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),1017
30515025,A0A1D8PE39,unreviewed,A0A1D8PE39_CANAL,Uncharacterized protein,orf19.2800 CAALFM_C107530WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),31
30515026,A0A1D8PE82,unreviewed,A0A1D8PE82_CANAL,"ATP synthase subunit e, mitochondrial",orf19.5064.1 CAALFM_C107920WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),63
30515028,A0A1D8PE80,unreviewed,A0A1D8PE80_CANAL,Secreted protein,orf19.5076.1 CAALFM_C108040WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),74
30515029,A0A1D8PE69,unreviewed,A0A1D8PE69_CANAL,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,orf19.5079.1 CAALFM_C108080CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),128
3640760,A0A1D8PE91,unreviewed,A0A1D8PE91_CANAL,Acid phosphatase (EC 3.1.3.2),LTP1 orf19.12570 CAALFM_C108260CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),168
30515030,A0A1D8PEB8,unreviewed,A0A1D8PEB8_CANAL,Mitochondrial dicarboxylate transporter,orf19.5114.1 CAALFM_C108350CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),63
3646491,Q59QC5,reviewed,APS3_CANAL,Clathrin-associated protein AP-3 complex component APS3,APS3 CAALFM_C108480CA CaO19.393 CaO19.8023,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),175
3634930,A0A1D8PED9,unreviewed,A0A1D8PED9_CANAL,FMN adenylyltransferase,FAD1 orf19.12186 CAALFM_C108650CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),283
3634937,A0A1D8PEE0,unreviewed,A0A1D8PEE0_CANAL,Uncharacterized protein,orf19.12192 CAALFM_C108710WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),240
3634918,A0A1D8PEJ1,unreviewed,A0A1D8PEJ1_CANAL,Uncharacterized protein,orf19.12203 CAALFM_C108830CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),148
30515031,A0A1D8PEJ9,unreviewed,A0A1D8PEJ9_CANAL,NADH-ubiquinone oxidoreductase B12 subunit,orf19.4751.1 CAALFM_C108930CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),74
3634893,A0A1D8PEM5,unreviewed,A0A1D8PEM5_CANAL,Isocitrate dehydrogenase (NAD(+)) (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH),IDH1 orf19.12289 CAALFM_C109630WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),364
3634870,A0A1D8PEP2,unreviewed,A0A1D8PEP2_CANAL,Ribosome biogenesis protein NSA1,orf19.12291 CAALFM_C109650WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),509
30515035,A0A1D8PEP6,unreviewed,A0A1D8PEP6_CANAL,Uncharacterized protein,orf19.4837.1 CAALFM_C109740CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),72
30515037,A0A1D8PEQ6,unreviewed,A0A1D8PEQ6_CANAL,Transposase,orf19.4861.1 CAALFM_C109940WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),94
30515038,A0A1D8PES2,unreviewed,A0A1D8PES2_CANAL,Pet100p,PET100 orf19.4862.2 CAALFM_C109960WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),107
30515039,A0A1D8PES3,unreviewed,A0A1D8PES3_CANAL,Nuclear transport factor 2 (NTF-2),NTF2 CAALFM_C110100CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),124
30515041,A0A1D8PEV4,reviewed,RL44_CANAL,60S ribosomal protein L44,RPL44 RPL42 orf19.4909.1 CAALFM_C110390CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),106
3647678,A0A1D8PEY6,unreviewed,A0A1D8PEY6_CANAL,Tricalbin,orf19.9889 CAALFM_C110680CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),1228
30515043,A0A1D8PEY4,unreviewed,A0A1D8PEY4_CANAL,H(+)-transporting V0 sector ATPase subunit e,orf19.2343.1 CAALFM_C110750CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),129
30515044,A0A1D8PEY9,reviewed,RS17B_CANAL,40S ribosomal protein S17B,RPS17B orf19.2329.1 CAALFM_C110870WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),137
30515046,A0A1D8PF48,unreviewed,A0A1D8PF48_CANAL,Erp5p,ERP5 orf19.2322.3 CAALFM_C110940CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),218
30515047,A0A1D8PEZ7,unreviewed,A0A1D8PEZ7_CANAL,MARVEL domain-containing protein,orf19.2318.1 CAALFM_C110960WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),231
3644419,A0A1D8PF11,reviewed,RL8A_CANAL,60S ribosomal protein L8-A,RPL82 orf19.2311 CAALFM_C111030WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),260
30515048,A0A1D8PF57,reviewed,RL29_CANAL,60S ribosomal protein L29,RPL29 orf19.2310.1 CAALFM_C111040WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),63
3644418,A0A1D8PF15,unreviewed,A0A1D8PF15_CANAL,Regulator of rDNA transcription protein 5,orf19.9846 CAALFM_C111050WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),298
30515049,A0A1D8PF08,reviewed,RL2_CANAL,60S ribosomal protein L2,RPL2 orf19.2309.2 CAALFM_C111060CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),254
30515051,A0A1D8PF29,unreviewed,A0A1D8PF29_CANAL,Six-cysteine peptide SCIFF,orf19.675.1 CAALFM_C111260CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),45
30515052,A0A1D8PF49,unreviewed,A0A1D8PF49_CANAL,DUF1540 domain-containing protein,orf19.670.2 CAALFM_C111320CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),76
30515053,A0A1D8PF45,reviewed,RL37B_CANAL,60S ribosomal protein L37-B,RPL37B orf19.667.1 CAALFM_C111360WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),90
30515054,A0A1D8PF40,unreviewed,A0A1D8PF40_CANAL,Uncharacterized protein,orf19.8278 CAALFM_C111410CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),113
3645333,A0A1D8PF53,unreviewed,A0A1D8PF53_CANAL,Cta3p,CTA3 orf19.8759 CAALFM_C111540CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),1296
30515055,A0A1D8PF60,unreviewed,A0A1D8PF60_CANAL,VanZ domain-containing protein,orf19.1162.1 CAALFM_C111570WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),177
30515056,A0A1D8PF89,unreviewed,A0A1D8PF89_CANAL,Spore coat protein,orf19.1150.1 CAALFM_C111680CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),73
30515060,A0A1D8PFA9,unreviewed,A0A1D8PFA9_CANAL,Uncharacterized protein,orf19.5269.1 CAALFM_C111960CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),84
3642049,A0A1D8PFB7,unreviewed,A0A1D8PFB7_CANAL,Autophagy-related protein 101,orf19.12714 CAALFM_C112150CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),202
3642020,A0A1D8PFD1,unreviewed,A0A1D8PFD1_CANAL,Alkyl transferase (EC 2.5.1.-),SRT1 orf19.12700 CAALFM_C112270WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),314
30515061,A0A1D8PFD4,unreviewed,A0A1D8PFD4_CANAL,F1F0 ATP synthase subunit k,ATP19 orf19.5231.2 CAALFM_C112320CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),67
30515062,A0A1D8PFG4,reviewed,RL27A_CANAL,60S ribosomal protein L27-A,RPL27A CAALFM_C112390CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),136
30515063,A0A1D8PFE2,unreviewed,A0A1D8PFE2_CANAL,Ribonuclease P,orf19.68.2 CAALFM_C112480WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),138
3647605,A0A1D8PFE4,unreviewed,A0A1D8PFE4_CANAL,Recombinase,DLH1 orf19.11244 CAALFM_C112560CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),324
3646836,A0A1D8PFF9,unreviewed,A0A1D8PFF9_CANAL,E2 ubiquitin-conjugating protein,MMS2 orf19.13715 CAALFM_C112650CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),137
3646826,A0A1D8PFJ8,unreviewed,A0A1D8PFJ8_CANAL,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",orf19.13696 CAALFM_C112820CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),214
30515065,P0CT51,reviewed,BLP1_CANAL,Blood-induced peptide 1,BLP1 CAALFM_C112850WA CaO19.4914.1 orf19.4914.1,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),77
30515066,A0A1D8PFL4,unreviewed,A0A1D8PFL4_CANAL,Uncharacterized protein,orf19.4921.1 CAALFM_C112910WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),54
3636155,A0A1D8PFI0,unreviewed,A0A1D8PFI0_CANAL,Protein YIP,orf19.12388 CAALFM_C112920CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),278
30515067,A0A1D8PFI8,unreviewed,A0A1D8PFI8_CANAL,Rod shape-determining protein MreC,orf19.4923.1 CAALFM_C112940CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),70
30515072,A0A1D8PFL9,reviewed,RL14_CANAL,60S ribosomal protein L14,RPL14 RPL14B orf19.4931.1 CAALFM_C113050WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),131
30515073,A0A1D8PFK2,unreviewed,A0A1D8PFK2_CANAL,Uncharacterized protein,orf19.4936.1 CAALFM_C113100WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),71
30515074,A0A1D8PFM9,unreviewed,A0A1D8PFM9_CANAL,Peptidylprolyl isomerase (EC 5.2.1.8),orf19.4952.1 CAALFM_C113260WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),151
3636146,A0A1D8PFN9,unreviewed,A0A1D8PFN9_CANAL,Protein ecm33,orf19.12420 CAALFM_C113290WA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),508
3636220,Q5AL10,reviewed,COX19_CANAL,Cytochrome c oxidase assembly protein COX19,COX19 CAALFM_C113410WA CaO19.12432 CaO19.4967,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),132
3636222,A0A1D8PFP3,unreviewed,A0A1D8PFP3_CANAL,5'-3' exoribonuclease 1 (EC 3.1.13.-),KEM1 orf19.12434 CAALFM_C113420CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),1504
