From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
3919187,Q2G2T6,unreviewed,Q2G2T6_STAA8,Cyclic-di-AMP phosphodiesterase (EC 3.1.4.-),SAOUHSC_00015,Staphylococcus aureus (strain NCTC 8325 / PS 47),655
3919188,Q2G2T3,reviewed,RL9_STAA8,50S ribosomal protein L9,rplI SAOUHSC_00017,Staphylococcus aureus (strain NCTC 8325 / PS 47),150
3919189,Q2G1S4,unreviewed,Q2G1S4_STAA8,Replicative DNA helicase (EC 3.6.4.12),SAOUHSC_00018,Staphylococcus aureus (strain NCTC 8325 / PS 47),466
3919190,Q2G1S3,unreviewed,Q2G1S3_STAA8,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),purA SAOUHSC_00019,Staphylococcus aureus (strain NCTC 8325 / PS 47),427
3919191,Q2G2U6,reviewed,WALR_STAA8,Transcriptional regulatory protein WalR,walR yycF SAOUHSC_00020,Staphylococcus aureus (strain NCTC 8325 / PS 47),233
3919192,Q2G2U4,reviewed,WALK_STAA8,Sensor protein kinase WalK (EC 2.7.13.3),walK yycG SAOUHSC_00021,Staphylococcus aureus (strain NCTC 8325 / PS 47),608
3919193,Q2G2U3,unreviewed,Q2G2U3_STAA8,YycH domain-containing protein,SAOUHSC_00022,Staphylococcus aureus (strain NCTC 8325 / PS 47),427
3919194,Q2G2U2,unreviewed,Q2G2U2_STAA8,YycI domain-containing protein,SAOUHSC_00023,Staphylococcus aureus (strain NCTC 8325 / PS 47),262
3919195,Q2G2U5,unreviewed,Q2G2U5_STAA8,Lactamase_B domain-containing protein,SAOUHSC_00024,Staphylococcus aureus (strain NCTC 8325 / PS 47),266
3919293,Q2G253,unreviewed,Q2G253_STAA8,GRAM_POS_ANCHORING domain-containing protein,SAOUHSC_00025,Staphylococcus aureus (strain NCTC 8325 / PS 47),772
3919294,Q2G249,unreviewed,Q2G249_STAA8,Uncharacterized protein,SAOUHSC_00026,Staphylococcus aureus (strain NCTC 8325 / PS 47),159
3919295,Q2G252,reviewed,RLMH_STAA8,Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH),rlmH SAOUHSC_00027,Staphylococcus aureus (strain NCTC 8325 / PS 47),159
3919296,Q2G251,unreviewed,Q2G251_STAA8,Uncharacterized protein,SAOUHSC_00028,Staphylococcus aureus (strain NCTC 8325 / PS 47),44
3919297,Q2G250,unreviewed,Q2G250_STAA8,Uncharacterized protein,SAOUHSC_00029,Staphylococcus aureus (strain NCTC 8325 / PS 47),30
3919298,Q2G2E9,unreviewed,Q2G2E9_STAA8,Uncharacterized protein,SAOUHSC_00030,Staphylococcus aureus (strain NCTC 8325 / PS 47),581
3919299,Q2G2E8,unreviewed,Q2G2E8_STAA8,Dus domain-containing protein,SAOUHSC_00031,Staphylococcus aureus (strain NCTC 8325 / PS 47),150
3919300,Q2G2E6,unreviewed,Q2G2E6_STAA8,Uncharacterized protein,SAOUHSC_00032,Staphylococcus aureus (strain NCTC 8325 / PS 47),33
3919301,Q2G2E7,unreviewed,Q2G2E7_STAA8,Probable membrane transporter protein,SAOUHSC_00033,Staphylococcus aureus (strain NCTC 8325 / PS 47),251
3919302,Q2G1R8,unreviewed,Q2G1R8_STAA8,Uncharacterized protein,SAOUHSC_00034,Staphylococcus aureus (strain NCTC 8325 / PS 47),86
3919303,Q2G1R7,unreviewed,Q2G1R7_STAA8,Rhodanese domain-containing protein,SAOUHSC_00035,Staphylococcus aureus (strain NCTC 8325 / PS 47),355
3919304,Q2G1R6,unreviewed,Q2G1R6_STAA8,Rhodanese domain-containing protein,SAOUHSC_00036,Staphylococcus aureus (strain NCTC 8325 / PS 47),444
3919305,Q2G1R5,unreviewed,Q2G1R5_STAA8,Pyr_redox_2 domain-containing protein,SAOUHSC_00037,Staphylococcus aureus (strain NCTC 8325 / PS 47),397
3919306,Q2G1R4,unreviewed,Q2G1R4_STAA8,Uncharacterized protein,SAOUHSC_00038,Staphylococcus aureus (strain NCTC 8325 / PS 47),33
3919307,Q2G1R3,unreviewed,Q2G1R3_STAA8,tRNA-dihydrouridine synthase (EC 1.3.1.-),SAOUHSC_00039,Staphylococcus aureus (strain NCTC 8325 / PS 47),310
3919308,Q2G1R2,unreviewed,Q2G1R2_STAA8,Uncharacterized protein,SAOUHSC_00040,Staphylococcus aureus (strain NCTC 8325 / PS 47),67
3919309,Q2G1R1,unreviewed,Q2G1R1_STAA8,TfoX_N domain-containing protein,SAOUHSC_00041,Staphylococcus aureus (strain NCTC 8325 / PS 47),98
3919310,Q2G1R0,unreviewed,Q2G1R0_STAA8,MFS domain-containing protein,SAOUHSC_00042,Staphylococcus aureus (strain NCTC 8325 / PS 47),406
3919311,Q2G1Q9,unreviewed,Q2G1Q9_STAA8,Flavodoxin_2 domain-containing protein,SAOUHSC_00043,Staphylococcus aureus (strain NCTC 8325 / PS 47),183
3919077,Q2G1Q8,unreviewed,Q2G1Q8_STAA8,HTH lysR-type domain-containing protein,SAOUHSC_00044,Staphylococcus aureus (strain NCTC 8325 / PS 47),286
3919078,Q2G1Q7,unreviewed,Q2G1Q7_STAA8,Uncharacterized protein,SAOUHSC_00045,Staphylococcus aureus (strain NCTC 8325 / PS 47),177
3919079,Q2G1Q6,unreviewed,Q2G1Q6_STAA8,HTH lysR-type domain-containing protein,SAOUHSC_00046,Staphylococcus aureus (strain NCTC 8325 / PS 47),247
3919080,Q2G1Q5,unreviewed,Q2G1Q5_STAA8,Uncharacterized protein,SAOUHSC_00047,Staphylococcus aureus (strain NCTC 8325 / PS 47),200
3919081,Q2G1Q4,unreviewed,Q2G1Q4_STAA8,AAA_12 domain-containing protein,SAOUHSC_00049,Staphylococcus aureus (strain NCTC 8325 / PS 47),1050
3919082,Q2G1Q3,unreviewed,Q2G1Q3_STAA8,Uncharacterized protein,SAOUHSC_00050,Staphylococcus aureus (strain NCTC 8325 / PS 47),160
3919083,Q2G1Q2,reviewed,PLC_STAA8,1-phosphatidylinositol phosphodiesterase (EC 4.6.1.13) (Phosphatidylinositol diacylglycerol-lyase) (Phosphatidylinositol-specific phospholipase C) (PI-PLC),plc SAOUHSC_00051,Staphylococcus aureus (strain NCTC 8325 / PS 47),328
3919084,Q2G1Q1,reviewed,Y052_STAA8,Uncharacterized lipoprotein SAOUHSC_00052,SAOUHSC_00052,Staphylococcus aureus (strain NCTC 8325 / PS 47),255
3919085,Q2G1Q0,reviewed,Y053_STAA8,Uncharacterized lipoprotein SAOUHSC_00053,SAOUHSC_00053,Staphylococcus aureus (strain NCTC 8325 / PS 47),256
3919086,Q2G1P9,reviewed,Y054_STAA8,Uncharacterized lipoprotein SAOUHSC_00054,SAOUHSC_00054,Staphylococcus aureus (strain NCTC 8325 / PS 47),255
3919087,Q2G1P8,reviewed,Y055_STAA8,Uncharacterized lipoprotein SAOUHSC_00055,SAOUHSC_00055,Staphylococcus aureus (strain NCTC 8325 / PS 47),255
3919088,Q2G1P7,unreviewed,Q2G1P7_STAA8,HTH araC/xylS-type domain-containing protein,SAOUHSC_00056,Staphylococcus aureus (strain NCTC 8325 / PS 47),732
3919089,Q2G1P6,unreviewed,Q2G1P6_STAA8,M20_dimer domain-containing protein,SAOUHSC_00057,Staphylococcus aureus (strain NCTC 8325 / PS 47),392
3919090,Q2G1P5,unreviewed,Q2G1P5_STAA8,MFS domain-containing protein,SAOUHSC_00058,Staphylococcus aureus (strain NCTC 8325 / PS 47),462
3919091,Q2G1P4,unreviewed,Q2G1P4_STAA8,PhoU domain-containing protein,SAOUHSC_00060,Staphylococcus aureus (strain NCTC 8325 / PS 47),553
3919092,Q2G1P3,unreviewed,Q2G1P3_STAA8,Uncharacterized protein,SAOUHSC_00061,Staphylococcus aureus (strain NCTC 8325 / PS 47),591
3919093,Q2G1P2,unreviewed,Q2G1P2_STAA8,Uncharacterized protein,SAOUHSC_00062,Staphylococcus aureus (strain NCTC 8325 / PS 47),290
3919094,Q2G1P1,reviewed,NORG_STAA8,HTH-type transcriptional regulator NorG,norG SAOUHSC_00064,Staphylococcus aureus (strain NCTC 8325 / PS 47),442
3919095,Q2G1P0,unreviewed,Q2G1P0_STAA8,DUF1648 domain-containing protein,SAOUHSC_00065,Staphylococcus aureus (strain NCTC 8325 / PS 47),157
3919096,Q2G1N9,unreviewed,Q2G1N9_STAA8,L-lactate permease,SAOUHSC_00067,Staphylococcus aureus (strain NCTC 8325 / PS 47),530
3919448,P02976,reviewed,SPA_STAA8,Immunoglobulin G-binding protein A (IgG-binding protein A) (Staphylococcal protein A) (SpA),spa SAOUHSC_00069,Staphylococcus aureus (strain NCTC 8325 / PS 47),516
3919449,Q2G1N7,reviewed,SARS_STAA8,HTH-type transcriptional regulator SarS (Staphylococcal accessory regulator S),sarS sarH1 SAOUHSC_00070,Staphylococcus aureus (strain NCTC 8325 / PS 47),250
3919450,Q2G1N6,unreviewed,Q2G1N6_STAA8,Probable heme-iron transport system permease protein IsdF (Iron-regulated surface determinant protein F) (Staphylococcal iron-regulated protein G),SAOUHSC_00071,Staphylococcus aureus (strain NCTC 8325 / PS 47),304
3919451,Q2G1N5,unreviewed,Q2G1N5_STAA8,Probable heme-iron transport system permease protein IsdF (Iron-regulated surface determinant protein F) (Staphylococcal iron-regulated protein G),SAOUHSC_00072,Staphylococcus aureus (strain NCTC 8325 / PS 47),331
3919452,Q2G1N4,unreviewed,Q2G1N4_STAA8,"Periplasmic binding protein, putative",SAOUHSC_00074,Staphylococcus aureus (strain NCTC 8325 / PS 47),330
3919453,Q2G1N3,reviewed,SBNA_STAA8,N-(2-amino-2-carboxyethyl)-L-glutamate synthase (ACEGA synthase) (EC 2.5.1.140) (Staphyloferrin B biosynthesis protein SbnA),sbnA SAOUHSC_00075,Staphylococcus aureus (strain NCTC 8325 / PS 47),326
3919454,Q2G1N2,reviewed,SBNB_STAA8,N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase (EC 1.5.1.51) (Staphyloferrin B biosynthesis protein SbnB),sbnB SAOUHSC_00076,Staphylococcus aureus (strain NCTC 8325 / PS 47),336
3919455,Q2G1N1,reviewed,SBNC_STAA8,Staphyloferrin B synthase (EC 6.3.2.56) (Staphyloferrin B biosynthesis protein SbnC),sbnC SAOUHSC_00077,Staphylococcus aureus (strain NCTC 8325 / PS 47),584
3919456,Q2G1N0,reviewed,SBND_STAA8,Staphyloferrin B transporter,sbnD SAOUHSC_00078,Staphylococcus aureus (strain NCTC 8325 / PS 47),418
3919457,Q2G1M9,reviewed,SBNE_STAA8,"L-2,3-diaminopropanoate--citrate ligase (EC 6.3.2.54) (Staphyloferrin B biosynthesis protein SbnE)",sbnE SAOUHSC_00079,Staphylococcus aureus (strain NCTC 8325 / PS 47),578
3919458,Q2G1M8,reviewed,SBNF_STAA8,2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase (EC 6.3.2.55) (Staphyloferrin B biosynthesis protein SbnF),sbnF SAOUHSC_00080,Staphylococcus aureus (strain NCTC 8325 / PS 47),616
3919459,Q2G1M7,unreviewed,Q2G1M7_STAA8,HpcH_HpaI domain-containing protein,SAOUHSC_00081,Staphylococcus aureus (strain NCTC 8325 / PS 47),258
3919460,Q2G1M6,reviewed,SBNH_STAA8,2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase (EC 4.1.1.117) (Staphyloferrin B biosynthesis protein SbnH),sbnH SAOUHSC_00082,Staphylococcus aureus (strain NCTC 8325 / PS 47),400
3919461,Q2G1M5,reviewed,SBNI_STAA8,L-serine kinase SbnI (EC 2.7.1.225) (Staphyloferrin B biosynthesis regulatory protein SbnI),sbnI SAOUHSC_00083,Staphylococcus aureus (strain NCTC 8325 / PS 47),254
3919462,Q2G1M3,unreviewed,Q2G1M3_STAA8,Uncharacterized protein,SAOUHSC_00084,Staphylococcus aureus (strain NCTC 8325 / PS 47),135
3919463,Q2G1M2,unreviewed,Q2G1M2_STAA8,Uncharacterized protein,SAOUHSC_00085,Staphylococcus aureus (strain NCTC 8325 / PS 47),208
3919464,Q2G1M1,unreviewed,Q2G1M1_STAA8,"Diacetyl reductase [(S)-acetoin forming] (EC 1.1.1.304) (Acetoin(diacetyl) reductase) (Meso-2,3-butanediol dehydrogenase)",SAOUHSC_00086,Staphylococcus aureus (strain NCTC 8325 / PS 47),258
3919465,Q2G1M0,unreviewed,Q2G1M0_STAA8,Uncharacterized protein,SAOUHSC_00087,Staphylococcus aureus (strain NCTC 8325 / PS 47),40
3919466,Q2G289,unreviewed,Q2G289_STAA8,Epimerase domain-containing protein,SAOUHSC_00088,Staphylococcus aureus (strain NCTC 8325 / PS 47),326
3919800,Q2G287,unreviewed,Q2G287_STAA8,Bac_transf domain-containing protein,SAOUHSC_00089,Staphylococcus aureus (strain NCTC 8325 / PS 47),230
3919801,Q2G290,unreviewed,Q2G290_STAA8,Uncharacterized protein,SAOUHSC_00090,Staphylococcus aureus (strain NCTC 8325 / PS 47),388
3919802,Q2G288,unreviewed,Q2G288_STAA8,Uncharacterized protein,SAOUHSC_00091,Staphylococcus aureus (strain NCTC 8325 / PS 47),412
3919803,Q2G262,unreviewed,Q2G262_STAA8,Polysacc_synt_C domain-containing protein,SAOUHSC_00092,Staphylococcus aureus (strain NCTC 8325 / PS 47),476
3919804,Q2G261,reviewed,SODM2_STAA8,Superoxide dismutase [Mn/Fe] 2 (EC 1.15.1.1),sodM SAOUHSC_00093,Staphylococcus aureus (strain NCTC 8325 / PS 47),199
3919805,Q2G260,reviewed,Y094_STAA8,Uncharacterized protein SAOUHSC_00094,SAOUHSC_00094,Staphylococcus aureus (strain NCTC 8325 / PS 47),199
3919806,Q2G263,unreviewed,Q2G263_STAA8,"Transcriptional regulator, GntR family, putative",SAOUHSC_00096,Staphylococcus aureus (strain NCTC 8325 / PS 47),251
3919807,Q2G228,unreviewed,Q2G228_STAA8,Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1),deoD SAOUHSC_00097,Staphylococcus aureus (strain NCTC 8325 / PS 47),235
3919808,Q2G226,unreviewed,Q2G226_STAA8,MFS domain-containing protein,SAOUHSC_00099,Staphylococcus aureus (strain NCTC 8325 / PS 47),450
3919809,Q2G224,unreviewed,Q2G224_STAA8,Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase),deoC SAOUHSC_00100,Staphylococcus aureus (strain NCTC 8325 / PS 47),220
3919810,Q2G227,reviewed,DEOB_STAA8,Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase),deoB SAOUHSC_00101,Staphylococcus aureus (strain NCTC 8325 / PS 47),392
3919811,Q2G225,unreviewed,Q2G225_STAA8,"Phosphonates ABC transporter, permease protein CC0363, putative",SAOUHSC_00102,Staphylococcus aureus (strain NCTC 8325 / PS 47),271
3919812,Q2G1L9,unreviewed,Q2G1L9_STAA8,"Phosphonates ABC transporter, permease protein CC0363, putative",SAOUHSC_00103,Staphylococcus aureus (strain NCTC 8325 / PS 47),266
3919813,Q2G1L8,reviewed,PHNC_STAA8,Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2),phnC SAOUHSC_00104,Staphylococcus aureus (strain NCTC 8325 / PS 47),257
3919814,Q2G1L7,unreviewed,Q2G1L7_STAA8,"Phosphonate ABC transporter, substrate-binding protein, putative",SAOUHSC_00105,Staphylococcus aureus (strain NCTC 8325 / PS 47),318
3919815,Q2G1L6,unreviewed,Q2G1L6_STAA8,Uncharacterized protein,SAOUHSC_00106,Staphylococcus aureus (strain NCTC 8325 / PS 47),514
3919816,Q2G1L5,unreviewed,Q2G1L5_STAA8,Uncharacterized protein,SAOUHSC_00107,Staphylococcus aureus (strain NCTC 8325 / PS 47),511
3919817,Q2G1L4,unreviewed,Q2G1L4_STAA8,Uncharacterized protein,SAOUHSC_00108,Staphylococcus aureus (strain NCTC 8325 / PS 47),67
3919818,Q2G1L3,unreviewed,Q2G1L3_STAA8,"Replication initiation protein, putative",SAOUHSC_00109,Staphylococcus aureus (strain NCTC 8325 / PS 47),161
3919820,Q2G1L1,unreviewed,Q2G1L1_STAA8,Uncharacterized protein,SAOUHSC_00111,Staphylococcus aureus (strain NCTC 8325 / PS 47),95
3919822,Q2G1K9,unreviewed,Q2G1K9_STAA8,Aldehyde-alcohol dehydrogenase,SAOUHSC_00113,Staphylococcus aureus (strain NCTC 8325 / PS 47),869
3919823,Q2G1K8,unreviewed,Q2G1K8_STAA8,"Capsular polysaccharide biosynthesis protein, putative",SAOUHSC_00114,Staphylococcus aureus (strain NCTC 8325 / PS 47),222
3919824,Q2G1K7,unreviewed,Q2G1K7_STAA8,Non-specific protein-tyrosine kinase (EC 2.7.10.2),SAOUHSC_00115,Staphylococcus aureus (strain NCTC 8325 / PS 47),228
3919825,Q2G1K6,unreviewed,Q2G1K6_STAA8,Tyrosine-protein phosphatase (EC 3.1.3.48),SAOUHSC_00116,Staphylococcus aureus (strain NCTC 8325 / PS 47),254
3919826,Q2G1K5,unreviewed,Q2G1K5_STAA8,"Capsular polysaccharide biosynthesis protein Cap5D, putative",SAOUHSC_00117,Staphylococcus aureus (strain NCTC 8325 / PS 47),607
3919827,Q2G1K4,unreviewed,Q2G1K4_STAA8,Galactowaldenase (UDP-galactose 4-epimerase),SAOUHSC_00118,Staphylococcus aureus (strain NCTC 8325 / PS 47),342
3919828,Q2G1K3,unreviewed,Q2G1K3_STAA8,Capsular polysaccharide synthesis enzyme Cap8F,SAOUHSC_00119,Staphylococcus aureus (strain NCTC 8325 / PS 47),369
3919829,Q2G1K2,unreviewed,Q2G1K2_STAA8,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14),SAOUHSC_00120,Staphylococcus aureus (strain NCTC 8325 / PS 47),374
3919830,Q2G1K1,unreviewed,Q2G1K1_STAA8,"Capsular polysaccharide synthesis enzyme O-acetyl transferase Cap5H, putative",SAOUHSC_00121,Staphylococcus aureus (strain NCTC 8325 / PS 47),208
3919831,Q2G1K0,unreviewed,Q2G1K0_STAA8,"Capsular polysaccharide biosynthesis protein Cap5I, putative",SAOUHSC_00122,Staphylococcus aureus (strain NCTC 8325 / PS 47),369
3919832,Q2G1J9,unreviewed,Q2G1J9_STAA8,"Capsular polysaccharide biosynthesis protein Cap5J, putative",SAOUHSC_00123,Staphylococcus aureus (strain NCTC 8325 / PS 47),388
3919833,Q2G1J8,unreviewed,Q2G1J8_STAA8,"Capsular polysaccharide biosynthesis protein Cap5K, putative",SAOUHSC_00124,Staphylococcus aureus (strain NCTC 8325 / PS 47),401
3919834,Q2G1J7,unreviewed,Q2G1J7_STAA8,"Cap5L protein/glycosyltransferase, putative",SAOUHSC_00125,Staphylococcus aureus (strain NCTC 8325 / PS 47),401
3919835,Q2G1J6,unreviewed,Q2G1J6_STAA8,Capsular polysaccharide biosynthesis protein Cap8M,SAOUHSC_00126,Staphylococcus aureus (strain NCTC 8325 / PS 47),185
3919836,Q2G1J5,unreviewed,Q2G1J5_STAA8,"Cap5N protein/UDP-glucose 4-epimerase, putative (EC 5.1.3.2)",SAOUHSC_00127,Staphylococcus aureus (strain NCTC 8325 / PS 47),295
3919837,Q2G1J4,unreviewed,Q2G1J4_STAA8,Cap5O protein/UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase (EC 1.1.1.-),SAOUHSC_00128,Staphylococcus aureus (strain NCTC 8325 / PS 47),420
3919838,Q2G1J3,unreviewed,Q2G1J3_STAA8,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14),SAOUHSC_00129,Staphylococcus aureus (strain NCTC 8325 / PS 47),381
3919839,Q2G1J2,reviewed,HDOX2_STAA8,Heme oxygenase (staphylobilin-producing) 2 (EC 1.14.99.48) (Heme-degrading monooxygenase 2) (Iron-regulated surface determinant 2) (Iron-responsive surface determinant 2),isdI SAOUHSC_00130,Staphylococcus aureus (strain NCTC 8325 / PS 47),108
3919840,Q2G1J1,unreviewed,Q2G1J1_STAA8,Uncharacterized protein,SAOUHSC_00131,Staphylococcus aureus (strain NCTC 8325 / PS 47),127
3919841,Q2G1J0,reviewed,ALDA_STAA8,Putative aldehyde dehydrogenase AldA (EC 1.2.1.3),aldA SAOUHSC_00132,Staphylococcus aureus (strain NCTC 8325 / PS 47),495
3919842,Q2G1I9,unreviewed,Q2G1I9_STAA8,Uncharacterized protein,SAOUHSC_00133,Staphylococcus aureus (strain NCTC 8325 / PS 47),319
3919843,Q2G1I8,unreviewed,Q2G1I8_STAA8,Uncharacterized protein,SAOUHSC_00134,Staphylococcus aureus (strain NCTC 8325 / PS 47),67
3919844,Q2G1I7,unreviewed,Q2G1I7_STAA8,Uncharacterized protein,SAOUHSC_00135,Staphylococcus aureus (strain NCTC 8325 / PS 47),170
3919845,Q2G1I6,unreviewed,Q2G1I6_STAA8,ABC transporter domain-containing protein,SAOUHSC_00136,Staphylococcus aureus (strain NCTC 8325 / PS 47),246
3919846,Q2G1I5,unreviewed,Q2G1I5_STAA8,Uncharacterized protein,SAOUHSC_00137,Staphylococcus aureus (strain NCTC 8325 / PS 47),324
3919847,Q2G1I4,unreviewed,Q2G1I4_STAA8,ABC transmembrane type-1 domain-containing protein,SAOUHSC_00138,Staphylococcus aureus (strain NCTC 8325 / PS 47),253
3919848,Q2G1I3,unreviewed,Q2G1I3_STAA8,Uncharacterized protein,SAOUHSC_00139,Staphylococcus aureus (strain NCTC 8325 / PS 47),343
3919849,Q2G1I2,unreviewed,Q2G1I2_STAA8,MpsC domain-containing protein,SAOUHSC_00141,Staphylococcus aureus (strain NCTC 8325 / PS 47),119
3919850,Q2G1I1,unreviewed,Q2G1I1_STAA8,Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase),SAOUHSC_00142,Staphylococcus aureus (strain NCTC 8325 / PS 47),341
3919851,Q2G1I0,unreviewed,Q2G1I0_STAA8,MFS domain-containing protein,SAOUHSC_00143,Staphylococcus aureus (strain NCTC 8325 / PS 47),416
3919852,Q2G1H9,unreviewed,Q2G1H9_STAA8,Putative long chain fatty acid-CoA ligase VraA (Acyl-CoA synthetase),SAOUHSC_00144,Staphylococcus aureus (strain NCTC 8325 / PS 47),2391
3919853,Q2G1H8,unreviewed,Q2G1H8_STAA8,ACPS domain-containing protein,SAOUHSC_00145,Staphylococcus aureus (strain NCTC 8325 / PS 47),214
3919854,Q2G1H7,unreviewed,Q2G1H7_STAA8,Uncharacterized protein,SAOUHSC_00146,Staphylococcus aureus (strain NCTC 8325 / PS 47),159
3919855,Q2G1H6,reviewed,ARGB_STAA8,Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK),argB SAOUHSC_00147,Staphylococcus aureus (strain NCTC 8325 / PS 47),254
3919856,Q2G1H5,unreviewed,Q2G1H5_STAA8,Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)],argJ SAOUHSC_00148,Staphylococcus aureus (strain NCTC 8325 / PS 47),413
3919857,Q2G1H4,reviewed,ARGC_STAA8,N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase),argC SAOUHSC_00149,Staphylococcus aureus (strain NCTC 8325 / PS 47),343
3919858,Q2G1H3,unreviewed,Q2G1H3_STAA8,Ornithine aminotransferase (OAT) (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase),rocD SAOUHSC_00150,Staphylococcus aureus (strain NCTC 8325 / PS 47),394
3919859,Q2G1H2,unreviewed,Q2G1H2_STAA8,Branched-chain amino acid transport system carrier protein,SAOUHSC_00151,Staphylococcus aureus (strain NCTC 8325 / PS 47),451
3919860,Q2G1H1,unreviewed,Q2G1H1_STAA8,Isochorismatase domain-containing protein,SAOUHSC_00152,Staphylococcus aureus (strain NCTC 8325 / PS 47),165
3919861,Q2G1H0,unreviewed,Q2G1H0_STAA8,"Indolepyruvate decarboxylase, putative",SAOUHSC_00153,Staphylococcus aureus (strain NCTC 8325 / PS 47),546
3919862,Q2G1G9,unreviewed,Q2G1G9_STAA8,Uncharacterized protein,SAOUHSC_00154,Staphylococcus aureus (strain NCTC 8325 / PS 47),33
