From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
WP_000068665.1,A0A139NJN2,unreviewed,A0A139NJN2_9STRE,30S ribosomal protein S18,rpsR STRDD12_01083,Streptococcus sp. DD12,79
WP_000068665.1,A0A1V0GEQ4,unreviewed,A0A1V0GEQ4_9STRE,30S ribosomal protein S18,rpsR A6J31_07835,Streptococcus sp. FDAARGOS_192,79
WP_000068665.1,Q3JZI2,reviewed,RS18_STRA1,30S ribosomal protein S18,rpsR SAK_1720,Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700),79
WP_000068665.1,Q8DXY3,reviewed,RS18_STRA5,30S ribosomal protein S18,rpsR SAG1712,Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R),79
WP_000068665.1,Q8E3K2,reviewed,RS18_STRA3,30S ribosomal protein S18,rpsR gbs1757,Streptococcus agalactiae serotype III (strain NEM316),79
WP_000068665.1,A0A239SWM5,unreviewed,A0A239SWM5_9STRE,30S ribosomal protein S18,rpsR SAMEA4412692_01601,Streptococcus merionis,79
WP_000068665.1,A0A2L0D5R0,unreviewed,A0A2L0D5R0_9STRE,30S ribosomal protein S18,rpsR C0J00_08690 Sp14A_18910,Streptococcus pluranimalium,79
WP_000068665.1,E8KT15,unreviewed,E8KT15_STRVE,30S ribosomal protein S18,rpsR HMPREF9425_0247,Streptococcus vestibularis ATCC 49124,79
WP_000068665.1,E3CPR4,unreviewed,E3CPR4_STRVE,30S ribosomal protein S18,rpsR HMPREF9192_0610,Streptococcus vestibularis F0396,79
WP_000068665.1,X8JLA1,unreviewed,X8JLA1_9STRE,30S ribosomal protein S18,rpsR HMPREF1517_1535,Streptococcus sp. ACS2,79
WP_000369785.1,F9M4T6,unreviewed,F9M4T6_STRPA,DUF3173 domain-containing protein,HMPREF9962_0203,Streptococcus parasanguinis SK236,62
WP_000369785.1,G6ERP1,unreviewed,G6ERP1_STRTR,DUF3173 domain-containing protein,STHE1630_01789,Streptococcus thermophilus CNCM I-1630,62
WP_000369785.1,F8LLV1,unreviewed,F8LLV1_STREH,DUF3173 domain-containing protein,SALIVB_2075,Streptococcus salivarius (strain CCHSS3),62
WP_000369785.1,F8LU11,unreviewed,F8LU11_STRTR,DUF3173 domain-containing protein,STH8232_2259,Streptococcus thermophilus JIM 8232,62
WP_000369785.1,V8BB02,unreviewed,V8BB02_STRPA,DUF3173 domain-containing protein,HMPREF1195_01560,Streptococcus parasanguinis CC87K,62
WP_000369785.1,U5PBH0,unreviewed,U5PBH0_9STRE,DUF3173 domain-containing protein,N596_08570,Streptococcus ilei,62
WP_000369785.1,W3Y2J6,unreviewed,W3Y2J6_9STRE,PF11372 domain protein,HMPREF1519_1427,Streptococcus sp. SR4,62
WP_000369785.1,J7TG98,unreviewed,J7TG98_STRSL,DUF3173 domain-containing protein,RSSL_01787,Streptococcus salivarius K12,62
WP_000369785.1,A0A4Z1DRQ9,unreviewed,A0A4Z1DRQ9_9STRE,DUF3173 domain-containing protein,E5S68_08645,Streptococcus rubneri,62
WP_000369785.1,A0A0F5MNZ6,unreviewed,A0A0F5MNZ6_STRGN,Domain of uncharacterized function (DUF3173),NCTC3165_01799 TZ86_01234 UA00_01329,Streptococcus gordonii,62
WP_000369785.1,A0A074IW41,unreviewed,A0A074IW41_STRSL,DUF3173 domain-containing protein,A6J87_05150 CYK22_10835 DL07_10640 DWY30_02065 DWZ07_08730 FOC73_05045 GMC47_06385 GMC48_03055 HRE60_09485 I6I02_10725,Streptococcus salivarius,62
WP_000369785.1,A0A0B7GI54,unreviewed,A0A0B7GI54_STRSA,DUF3173 domain-containing protein (Domain of uncharacterized function (DUF3173)),D8870_08115 D8875_11430 D8879_09215 D8882_08660 D8886_00045 EII39_10215 FKX92_07360 FOC72_08940 NCTC11085_02151 SSV_0151,Streptococcus sanguinis,62
WP_000369785.1,A0A0P6UI16,unreviewed,A0A0P6UI16_STRTR,Domain of uncharacterized function (DUF3173),NCTC12958_02291 STHERMO_2065,Streptococcus thermophilus,62
WP_000369785.1,T0TP00,unreviewed,T0TP00_9STRE,DUF3173 domain-containing protein,HSISS3_134,Streptococcus sp. HSISS3,62
WP_000369785.1,A0A414CH30,unreviewed,A0A414CH30_STRPA,DUF3173 domain-containing protein,DW820_08275 GMC75_08765,Streptococcus parasanguinis,62
WP_000369785.1,A0A2I1UT70,unreviewed,A0A2I1UT70_STRAP,DUF3173 domain-containing protein (Domain of uncharacterized function (DUF3173)),DWX18_10120 NCTC10707_01600,Streptococcus anginosus,62
WP_000369785.1,A0A448ADP7,unreviewed,A0A448ADP7_STRVE,Domain of uncharacterized function (DUF3173),NCTC12167_01881,Streptococcus vestibularis,62
WP_000369785.1,A0A0E2RBX1,unreviewed,A0A0E2RBX1_STRTR,DUF3173 domain-containing protein,Y022_09880,Streptococcus thermophilus TH1477,62
WP_000369785.1,A0A1F2HHF2,unreviewed,A0A1F2HHF2_9STRE,DUF3173 domain-containing protein,HMPREF3112_06405,Streptococcus sp. HMSC10E12,62
WP_000369785.1,A0A1F0BSK6,unreviewed,A0A1F0BSK6_9STRE,DUF3173 domain-containing protein,HMPREF2607_00840,Streptococcus sp. HMSC078H03,62
WP_000369785.1,A0A1E9DWH7,unreviewed,A0A1E9DWH7_9STRE,DUF3173 domain-containing protein,HMPREF2780_10595,Streptococcus sp. HMSC062B01,62
WP_000369785.1,A0A1F1HNX5,unreviewed,A0A1F1HNX5_9STRE,DUF3173 domain-containing protein,HMPREF2867_04520,Streptococcus sp. HMSC064H09,62
WP_000369785.1,A0A1F1CJU8,unreviewed,A0A1F1CJU8_9STRE,DUF3173 domain-containing protein,HMPREF2904_06215,Streptococcus sp. HMSC072G04,62
WP_000369785.1,A0A1F0RIV0,unreviewed,A0A1F0RIV0_9STRE,DUF3173 domain-containing protein,HMPREF2970_09215,Streptococcus sp. HMSC056D07,62
WP_000369785.1,A0A7H9FGY9,unreviewed,A0A7H9FGY9_STROR,DUF3173 domain-containing protein,HRJ33_07760,Streptococcus oralis subsp. oralis,62
WP_000369785.1,A0A501P7T6,unreviewed,A0A501P7T6_9STRE,DUF3173 domain-containing protein,FJN11_10425,Streptococcus symci,62
WP_000369785.1,A0A501VLC2,unreviewed,A0A501VLC2_9STRE,DUF3173 domain-containing protein,FJR71_08005,Streptococcus xiaochunlingii,62
WP_000369785.1,Q5M297,unreviewed,Q5M297_STRT2,DUF3173 domain-containing protein,stu1954,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311),62
WP_000369785.1,D0RX16,unreviewed,D0RX16_9STRE,DUF3173 domain-containing protein,HMPREF0847_01837,Streptococcus sp. 2_1_36FAA,62
WP_000369785.1,A0A0F2E6T6,unreviewed,A0A0F2E6T6_9STRE,DUF3173 domain-containing protein,TZ94_00252,Streptococcus infantis,62
WP_000369785.1,A0A447Z2J8,unreviewed,A0A447Z2J8_9STRE,Domain of uncharacterized function (DUF3173),NCTC3166_00300,Streptococcus viridans,62
WP_000369785.1,E8K876,unreviewed,E8K876_STRPA,DUF3173 domain-containing protein,HMPREF8577_1761,Streptococcus parasanguinis ATCC 903,62
WP_000369785.1,F2CAR1,unreviewed,F2CAR1_STRSA,DUF3173 domain-containing protein,HMPREF9386_2267,Streptococcus sanguinis SK330,62
WP_000369785.1,F2CFG2,unreviewed,F2CFG2_STRSA,DUF3173 domain-containing protein,HMPREF9391_1763,Streptococcus sanguinis SK408,62
WP_000369785.1,F3SKA9,unreviewed,F3SKA9_STRSA,DUF3173 domain-containing protein,HMPREF9397_1581,Streptococcus sanguinis SK1087,62
WP_000369785.1,E8JWR7,unreviewed,E8JWR7_STRCR,DUF3173 domain-containing protein,HMPREF9422_1647,Streptococcus cristatus ATCC 51100,62
WP_000369785.1,E8K2P6,unreviewed,E8K2P6_9STRE,DUF3173 domain-containing protein,HMPREF9423_1759,Streptococcus infantis ATCC 700779,62
WP_000369785.1,E8KSJ1,unreviewed,E8KSJ1_STRVE,DUF3173 domain-containing protein,HMPREF9425_0073,Streptococcus vestibularis ATCC 49124,62
WP_000369785.1,E3CMW8,unreviewed,E3CMW8_STRVE,DUF3173 domain-containing protein,HMPREF9192_1940,Streptococcus vestibularis F0396,62
WP_000369785.1,E3CEY1,unreviewed,E3CEY1_STRPA,DUF3173 domain-containing protein,HMPREF9626_1741,Streptococcus parasanguinis F0405,62
WP_000369785.1,X8JIJ0,unreviewed,X8JIJ0_9STRE,PF11372 domain protein,HMPREF1517_0737,Streptococcus sp. ACS2,62
WP_000369785.1,J4XBQ2,unreviewed,J4XBQ2_9STRE,PF11372 domain protein,HMPREF1150_1280,Streptococcus sp. AS14,62
WP_000369785.1,K8MNM7,unreviewed,K8MNM7_9STRE,DUF3173 domain-containing protein,HMPREF9186_01462,Streptococcus sp. F0442,62
WP_000533765.1,A0A380KL56,unreviewed,A0A380KL56_9STRE,30S ribosomal protein S19,rpsS NCTC13760_00083,Streptococcus infantarius,92
WP_000533765.1,F9PA43,unreviewed,F9PA43_STRCV,30S ribosomal protein S19,rpsS ANG5_1705 HMPREF1042_2099,Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377,92
WP_000533765.1,F8LLT4,unreviewed,F8LLT4_STREH,30S ribosomal protein S19,rpsS SALIVB_2057,Streptococcus salivarius (strain CCHSS3),92
WP_000533765.1,I0SIE9,unreviewed,I0SIE9_STRAP,30S ribosomal protein S19,rpsS HMPREF1043_0242,Streptococcus anginosus subsp. whileyi CCUG 39159,92
WP_000533765.1,I0X2F9,unreviewed,I0X2F9_STRIS,30S ribosomal protein S19,rpsS HMPREF1654_01789,Streptococcus intermedius (strain ATCC 27335 / DSM 20573 / CCUG 32759 / CIP 103248 / JCM 12996 / LMG 17840 / NCTC 11324 / SK54 / 1877),92
WP_000533765.1,A0A829IDK3,unreviewed,A0A829IDK3_STRAG,30S ribosomal protein S19,rpsS SAG0014_03075,Streptococcus agalactiae FSL S3-586,92
WP_000533765.1,V6Z152,unreviewed,V6Z152_STRAG,30S ribosomal protein S19,rpsS SAG0136_01510,Streptococcus agalactiae LMG 14747,92
WP_000533765.1,W3Y2P0,unreviewed,W3Y2P0_9STRE,30S ribosomal protein S19,rpsS HMPREF1519_1409,Streptococcus sp. SR4,92
WP_000533765.1,U2YEG8,unreviewed,U2YEG8_STRAP,30S ribosomal protein S19,rpsS ANG6_0325,Streptococcus anginosus T5,92
WP_000533765.1,A0A1C2CNJ9,unreviewed,A0A1C2CNJ9_STREQ,30S ribosomal protein S19,rpsS BBG08_02735 HHM65_00435 NCTC11557_02518 NCTC11564_02387 NCTC6181_00613,Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis),92
WP_000533765.1,J7T5C9,unreviewed,J7T5C9_STRSL,30S ribosomal protein S19,rpsS RSSL_01803,Streptococcus salivarius K12,92
WP_000533765.1,A0A1S5W9H8,unreviewed,A0A1S5W9H8_STRGY,30S ribosomal protein S19,rpsS BTR42_00235,Streptococcus gallolyticus subsp. gallolyticus DSM 16831,92
WP_000533765.1,A0A564SEH6,unreviewed,A0A564SEH6_STRGN,30S ribosomal protein S19,rpsS SGSS39_00331,Streptococcus gordonii,92
WP_000533765.1,A0A074IRW2,unreviewed,A0A074IRW2_STRSL,30S ribosomal protein S19,rpsS rpsS_2 A6J87_05230 BSR19_10120 CKU37_00760 CQA85_10460 CYK22_08560 D8867_02445 DL07_10730 DWV94_01530 DWY30_01980 DWZ07_06670 FBF48_06175 FHI56_02295 FOC73_04970 GMC47_06295 GMC48_02965 GMC65_05725 HMPREF3219_0200337 HRE60_09410 I6I02_10800 NCTC7366_01995 NCTC8618_04432,Streptococcus salivarius,92
WP_000533765.1,A0A7U7C7A4,unreviewed,A0A7U7C7A4_STRTR,30S ribosomal protein S19,rpsS STHERMO_2090 STHERMO_2149,Streptococcus thermophilus,92
WP_000533765.1,R4Z917,unreviewed,R4Z917_STRAG,30S ribosomal protein S19,rpsS AX245_06315 C4618_11955 C6N07_01285 D5F95_01060 DK41_00510 GE200_03360 NCTC6175_02182 NCTC8181_01044 NCTC8183_02485 NCTC8185_00894 RDF_0063 WA04_07965,Streptococcus agalactiae,92
WP_000533765.1,A0A656DVR4,unreviewed,A0A656DVR4_STREE,30S ribosomal protein S19,rpsS GRB29_09515,Streptococcus pneumoniae,92
WP_000533765.1,A0A2W5AJM0,unreviewed,A0A2W5AJM0_STRPY,30S ribosomal protein S19,rpsS DI617_06745 E0F66_09140 E0F67_08395 FGO82_05240 SAMEA1711581_01517 SAMEA864267_01826,Streptococcus pyogenes,92
WP_000533765.1,T0USL2,unreviewed,T0USL2_9STRE,30S ribosomal protein S19,rpsS HSISS3_119,Streptococcus sp. HSISS3,92
WP_000533765.1,A0A239XJU4,unreviewed,A0A239XJU4_STRAI,30S ribosomal protein S19,rpsS SAMEA4504048_02314,Streptococcus acidominimus,92
WP_000533765.1,A0A0N7JE32,unreviewed,A0A0N7JE32_STRAP,30S ribosomal protein S19,rpsS C6A25_03605 C6A27_01560 D1J72_07420 DWX18_06065 DXA16_04565 DXB55_07325 F6I09_01835 NCTC10713_01681 NCTC11062_01804 SanJ4211_1779c,Streptococcus anginosus,92
WP_000533765.1,A0A2D4DS17,unreviewed,A0A2D4DS17_STRCB,30S ribosomal protein S19,rpsS FMV2238Y02_11730 GE024_00445 NCTC6198_00117 TANIYAMA4_2164,Streptococcus canis,92
WP_000533765.1,A0A2X3A0V7,unreviewed,A0A2X3A0V7_STRDY,30S ribosomal protein S19,rpsS E0F70_09585 NCTC7982_00427,Streptococcus dysgalactiae,92
WP_000533765.1,A0A380KH83,unreviewed,A0A380KH83_9STRE,30S ribosomal protein S19,rpsS NCTC12224_02554,Streptococcus hyointestinalis,92
WP_000533765.1,A0A428ENU7,unreviewed,A0A428ENU7_STRIT,30S ribosomal protein S19,rpsS D8829_08230 D8831_07240,Streptococcus intermedius,92
WP_000533765.1,A0A4U9XQ28,unreviewed,A0A4U9XQ28_STRPO,30S ribosomal protein S19,rpsS H1B29_01905 NCTC10710_00066 NCTC10924_00075,Streptococcus porcinus,92
WP_000533765.1,A0A3E4XGH1,unreviewed,A0A3E4XGH1_STRVE,30S ribosomal protein S19,rpsS DXC09_04035 NCTC12167_01863 SSSS39_00928,Streptococcus vestibularis,92
WP_000533765.1,A0A2X3XUL3,unreviewed,A0A2X3XUL3_9STRE,30S ribosomal protein S19,rpsS NCTC12278_00115,Streptococcus ferus,92
WP_000533765.1,A0A1J0MWS6,unreviewed,A0A1J0MWS6_STRIN,30S ribosomal protein S19,rpsS DIY07_00255,Streptococcus iniae (Streptococcus shiloi),92
WP_000533765.1,A0A0A6UQL4,unreviewed,A0A0A6UQL4_STRUB,30S ribosomal protein S19,rpsS GKS16_00220 NC01_07260 NCTC3858_00094,Streptococcus uberis,92
WP_000533765.1,A0A0D0ZGV3,unreviewed,A0A0D0ZGV3_STRSZ,30S ribosomal protein S19,rpsS N594_01932,Streptococcus equi subsp. zooepidemicus Sz16,92
WP_000533765.1,A0A0E2Q0B0,unreviewed,A0A0E2Q0B0_STRTR,30S ribosomal protein S19,rpsS X841_11120,Streptococcus thermophilus M17PTZA496,92
WP_000533765.1,A0A0E1EKR9,unreviewed,A0A0E1EKR9_STRPY,30S ribosomal protein S19,rpsS STAB902_00340,Streptococcus pyogenes STAB902,92
WP_000533765.1,A0A0G7ADT3,unreviewed,A0A0G7ADT3_9STRE,30S ribosomal protein S19,rpsS NCTC12092_02050,Streptococcus equi subsp. equi,92
WP_000533765.1,A0A1F2HS68,unreviewed,A0A1F2HS68_9STRE,30S ribosomal protein S19,rpsS HMPREF3112_00605,Streptococcus sp. HMSC10E12,92
WP_000533765.1,A2RC18,reviewed,RS19_STRPG,30S ribosomal protein S19,rpsS SpyM50048,Streptococcus pyogenes serotype M5 (strain Manfredo),92
WP_000533765.1,A0A2J9X6J0,unreviewed,A0A2J9X6J0_9STRE,30S ribosomal protein S19,rpsS AL506_004870,Streptococcus sp. FDAARGOS_146,92
WP_000533765.1,A0A1F0CH04,unreviewed,A0A1F0CH04_9STRE,30S ribosomal protein S19,rpsS HMPREF2570_03685,Streptococcus sp. HMSC069D09,92
WP_000533765.1,A0A1F0BT16,unreviewed,A0A1F0BT16_9STRE,30S ribosomal protein S19,rpsS HMPREF2607_00760,Streptococcus sp. HMSC078H03,92
WP_000533765.1,A0A1S1FBX9,unreviewed,A0A1S1FBX9_9STRE,30S ribosomal protein S19,rpsS HMPREF2634_04055,Streptococcus sp. HMSC034B03,92
WP_000533765.1,A0A1S1D9U9,unreviewed,A0A1S1D9U9_9STRE,30S ribosomal protein S19,rpsS HMPREF2637_01315,Streptococcus sp. HMSC065H07,92
WP_000533765.1,A0A1E9HAJ2,unreviewed,A0A1E9HAJ2_9STRE,30S ribosomal protein S19,rpsS HMPREF2759_03580,Streptococcus sp. HMSC061D01,92
WP_000533765.1,A0A1F1HNV1,unreviewed,A0A1F1HNV1_9STRE,30S ribosomal protein S19,rpsS HMPREF2867_04445,Streptococcus sp. HMSC064H09,92
WP_000533765.1,A0A1F0RF49,unreviewed,A0A1F0RF49_9STRE,30S ribosomal protein S19,rpsS HMPREF2970_03080,Streptococcus sp. HMSC056D07,92
WP_000533765.1,A0A1F0NBE4,unreviewed,A0A1F0NBE4_9STRE,30S ribosomal protein S19,rpsS HMPREF2984_06200,Streptococcus sp. HMSC066E07,92
WP_000533765.1,A0A2N8LEE1,unreviewed,A0A2N8LEE1_9STRE,30S ribosomal protein S19,rpsS AT575_00365,Streptococcus penaeicida,92
WP_000533765.1,A0A1V0GF73,unreviewed,A0A1V0GF73_9STRE,30S ribosomal protein S19,rpsS A6J31_08870,Streptococcus sp. FDAARGOS_192,92
WP_000533765.1,A0A1E8GPJ7,unreviewed,A0A1E8GPJ7_9LACT,30S ribosomal protein S19,rpsS BG261_09435,Floricoccus tropicus,92
WP_000533765.1,A0A1E8GGQ3,unreviewed,A0A1E8GGQ3_9LACT,30S ribosomal protein S19,rpsS BG262_09860,Floricoccus penangensis,92
WP_000533765.1,P66498,reviewed,RS19_STRP8,30S ribosomal protein S19,rpsS spyM18_0054,Streptococcus pyogenes serotype M18 (strain MGAS8232),92
WP_000533765.1,P0DE83,reviewed,RS19_STRPQ,30S ribosomal protein S19,rpsS SPs0046,Streptococcus pyogenes serotype M3 (strain SSI-1),92
WP_000533765.1,A0A2X4S0C1,unreviewed,A0A2X4S0C1_9STRE,30S ribosomal protein S19,rpsS DWV89_07765,Streptococcus pasteurianus,92
WP_000533765.1,P0DE82,reviewed,RS19_STRP3,30S ribosomal protein S19,rpsS SpyM3_0044,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315),92
WP_000533765.1,Q3K3W5,reviewed,RS19_STRA1,30S ribosomal protein S19,rpsS SAK_0095,Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700),92
WP_000533765.1,P66500,reviewed,RS19_STRA5,30S ribosomal protein S19,rpsS SAG0062,Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R),92
WP_000533765.1,P66499,reviewed,RS19_STRA3,30S ribosomal protein S19,rpsS gbs0062,Streptococcus agalactiae serotype III (strain NEM316),92
WP_000533765.1,B9DSV4,reviewed,RS19_STRU0,30S ribosomal protein S19,rpsS SUB0072,Streptococcus uberis (strain ATCC BAA-854 / 0140J),92
WP_000533765.1,A0A3Q9F518,unreviewed,A0A3Q9F518_9STRE,30S ribosomal protein S19,rpsS EHW89_08405,Streptococcus periodonticum,92
WP_000533765.1,A0A6M1KLU3,unreviewed,A0A6M1KLU3_9STRE,30S ribosomal protein S19,rpsS G5B50_08135,Streptococcus equi subsp. ruminatorum,92
WP_000533765.1,A0A4Y9FKG3,unreviewed,A0A4Y9FKG3_9STRE,30S ribosomal protein S19,rpsS E4T71_02845,Streptococcus sp. WM07,92
WP_000533765.1,A0A509D807,unreviewed,A0A509D807_9STRE,30S ribosomal protein S19,rpsS NCTC11567_00090,Streptococcus sp. NCTC 11567,92
WP_000533765.1,Q5M2B7,reviewed,RS19_STRT2,30S ribosomal protein S19,rpsS stu1930,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311),92
WP_000533765.1,A0A4V2ZCN7,unreviewed,A0A4V2ZCN7_9STRE,30S ribosomal protein S19,rpsS E0E04_02695,Streptococcus vicugnae,92
WP_000533765.1,A0A7G9AXZ2,unreviewed,A0A7G9AXZ2_9STRE,30S ribosomal protein S19,rpsS H8787_09045,Streptococcus sp. NSJ-72,92
WP_000533765.1,Q5XED1,reviewed,RS19_STRP6,30S ribosomal protein S19,rpsS M6_Spy0097,Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394),92
WP_000533765.1,A0A6N7WPG5,unreviewed,A0A6N7WPG5_STRAY,30S ribosomal protein S19,rpsS FYJ82_04950,Streptococcus alactolyticus,92
WP_000533765.1,Q5LXR5,reviewed,RS19_STRT1,30S ribosomal protein S19,rpsS str1930,Streptococcus thermophilus (strain CNRZ 1066),92
WP_000533765.1,A0A380KZ51,unreviewed,A0A380KZ51_9STRE,30S ribosomal protein S19,rpsS NCTC13765_00863,Streptococcus massiliensis,92
WP_000533765.1,A0A0W7V2T9,unreviewed,A0A0W7V2T9_9STRE,30S ribosomal protein S19,rpsS CAC02_07385 DW662_11165 FOC63_04345 NCTC13767_01060 SAMN04487839_11324 SAMN04487840_11824 SAMN05660328_11034 SGADD02_01998 SGADD03_02032,Streptococcus gallolyticus,92
WP_000533765.1,Q48VU5,reviewed,RS19_STRPM,30S ribosomal protein S19,rpsS M28_Spy0047,Streptococcus pyogenes serotype M28 (strain MGAS6180),92
WP_000533765.1,A0A380L5Y4,unreviewed,A0A380L5Y4_9STRE,30S ribosomal protein S19,rpsS NCTC10708_01735 NCTC11063_01755 NCTC11169_01757,Streptococcus milleri,92
WP_000533765.1,A0A4U9XKF1,unreviewed,A0A4U9XKF1_9STRE,30S ribosomal protein S19,rpsS NCTC5385_00063 NCTC5386_00077,Streptococcus pseudoporcinus,92
WP_000533765.1,Q1JP13,reviewed,RS19_STRPC,30S ribosomal protein S19,rpsS MGAS9429_Spy0048,Streptococcus pyogenes serotype M12 (strain MGAS9429),92
WP_000533765.1,Q1JJ58,reviewed,RS19_STRPD,30S ribosomal protein S19,rpsS MGAS10270_Spy0050,Streptococcus pyogenes serotype M2 (strain MGAS10270),92
WP_000533765.1,Q1JE54,reviewed,RS19_STRPB,30S ribosomal protein S19,rpsS MGAS2096_Spy0052,Streptococcus pyogenes serotype M12 (strain MGAS2096),92
WP_000533765.1,Q1J910,reviewed,RS19_STRPF,30S ribosomal protein S19,rpsS MGAS10750_Spy0051,Streptococcus pyogenes serotype M4 (strain MGAS10750),92
WP_000533765.1,A0A2X3YSR9,unreviewed,A0A2X3YSR9_STRSZ,30S ribosomal protein S19,rpsS GJS34_00360 K3L73_00385 NCTC6180_01849 NCTC7022_00077,Streptococcus equi subsp. zooepidemicus,92
WP_000533765.1,E9DQ79,unreviewed,E9DQ79_9STRE,30S ribosomal protein S19,rpsS HMPREF0848_01755,Streptococcus sp. C150,92
WP_000533765.1,A0A1G6BI14,unreviewed,A0A1G6BI14_9STRE,30S ribosomal protein S19,rpsS SAMN02910293_01027,Streptococcus henryi,92
WP_000533765.1,B4U504,reviewed,RS19_STREM,30S ribosomal protein S19,rpsS Sez_0060,Streptococcus equi subsp. zooepidemicus (strain MGCS10565),92
WP_000533765.1,C0M7R3,reviewed,RS19_STRE4,30S ribosomal protein S19,rpsS SEQ_0059,Streptococcus equi subsp. equi (strain 4047),92
WP_000533765.1,A0A081JJZ6,unreviewed,A0A081JJZ6_STRMC,30S ribosomal protein S19,rpsS CS009_02655 CS010_00780 CYK21_11015 SMA679_0058,Streptococcus macedonicus,92
WP_000533765.1,E6J2T9,unreviewed,E6J2T9_STRAP,30S ribosomal protein S19,rpsS HMPREF0813_01579,Streptococcus anginosus F0211,92
WP_000533765.1,A0A7X3G9V3,unreviewed,A0A7X3G9V3_9STRE,30S ribosomal protein S19,rpsS E5983_05295 HZY93_00120 HZY94_07905,Streptococcus danieliae,92
WP_000533765.1,A0A0C1KEX4,unreviewed,A0A0C1KEX4_STRCV,30S ribosomal protein S19,rpsS DYJ42_08575 I6J38_09235 NCTC11325_01766 RN79_09530 SCSS39_00016,Streptococcus constellatus,92
WP_000533765.1,A0A380M8P7,unreviewed,A0A380M8P7_9STRE,30S ribosomal protein S19,rpsS NCTC1080_01829,Streptococcus viridans,92
