From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
877921	Q9I7B5	unreviewed	Q9I7B5_PSEAE	Probable 2-OH-lauroyltransferase	PA0011	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	295
877795	Q9I7B4	unreviewed	Q9I7B4_PSEAE	PilZ domain-containing protein	PA0012	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	88
877634	Q9I7B3	unreviewed	Q9I7B3_PSEAE	Probable queuosine precursor transporter (Q precursor transporter)	PA0013	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	217
879294	Q9I7B2	unreviewed	Q9I7B2_PSEAE	Uncharacterized protein	PA0014	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	90
879251	Q9I7B1	reviewed	Y015_PSEAE	TPR repeat-containing protein PA0015	PA0015	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	105
879255	Q9I7B0	unreviewed	Q9I7B0_PSEAE	Trk system potassium uptake protein TrkA	trkA PA0016	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	457
879297	Q9I7A9	reviewed	RSMB_PSEAE	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	rsmB rrmB PA0017	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	434
879258	O85732	reviewed	FMT_PSEAE	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt PA0018	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	314
879306	Q9I7A8	reviewed	DEF_PSEAE	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def PA0019	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	168
879309	Q9I7A7	unreviewed	Q9I7A7_PSEAE	LysM domain-containing protein	PA0020	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	341
880730	Q9I7A6	unreviewed	Q9I7A6_PSEAE	DprA_WH domain-containing protein	PA0021	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	362
880711	Q9I7A5	reviewed	TSAC_PSEAE	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	tsaC rimN PA0022	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	185
880685	P43903	reviewed	QOR_PSEAE	Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase)	qor PA0023	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	325
880901	P43898	reviewed	HEM6_PSEAE	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	hemF PA0024	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	305
880894	P43904	reviewed	AROE_PSEAE	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE PA0025	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	274
880904	Q9I7A4	unreviewed	Q9I7A4_PSEAE	Phospholipase C, PlcB	plcB PA0026	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	328
880919	Q9I7A3	unreviewed	Q9I7A3_PSEAE	PpiC domain-containing protein	PA0027	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	428
878631	Q9I7A2	unreviewed	Q9I7A2_PSEAE	Uncharacterized protein	PA0028	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	200
880672	Q9I7A1	unreviewed	Q9I7A1_PSEAE	Probable sulfate transporter	PA0029	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	517
880659	Q9I7A0	unreviewed	Q9I7A0_PSEAE	OpuAC domain-containing protein	PA0030	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	307
880657	Q9I799	unreviewed	Q9I799_PSEAE	Choline sulfatase	betC PA0031	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	503
880646	Q9I798	unreviewed	Q9I798_PSEAE	Probable transcriptional regulator	PA0032	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	304
880641	Q9I797	unreviewed	Q9I797_PSEAE	HPt domain-containing protein	PA0033	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	121
879223	P24908	reviewed	TRPO_PSEAE	Putative transcriptional regulator	PA0034	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	207
879479	P07344	reviewed	TRPA_PSEAE	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA PA0035	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	268
879212	P07345	reviewed	TRPB_PSEAE	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB PA0036	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	402
883090	P11720	reviewed	TRPI_PSEAE	HTH-type transcriptional regulator TrpI (TrpBA operon transcriptional activator)	trpI PA0037	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	295
879209	Q9I794	unreviewed	Q9I794_PSEAE	Uncharacterized protein	PA0038	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	71
879200	Q9I793	unreviewed	Q9I793_PSEAE	Uncharacterized protein	PA0039	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	75
879196	Q9I792	unreviewed	Q9I792_PSEAE	POTRA domain-containing protein	PA0040	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	562
878601	Q9I791	unreviewed	Q9I791_PSEAE	Probable hemagglutinin	PA0041	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	3535
878502	Q9I790	unreviewed	Q9I790_PSEAE	Uncharacterized protein	PA0042	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	131
878401	Q9I789	unreviewed	Q9I789_PSEAE	DUF4010 domain-containing protein	PA0043	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	460
878350	Q9I788	reviewed	EXOT_PSEAE	Exoenzyme T [Includes: GTPase-activating protein (GAP); ADP-ribosyltransferase (ADPRT) (EC 2.4.2.31)]	exoT PA0044	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	457
878300	Q9I787	unreviewed	Q9I787_PSEAE	Curli production assembly/transport component CsgG	PA0045	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	228
878290	Q9I786	unreviewed	Q9I786_PSEAE	Uncharacterized protein	PA0046	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	117
877928	Q9I785	unreviewed	Q9I785_PSEAE	Uncharacterized protein	PA0047	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	169
877666	Q9I784	unreviewed	Q9I784_PSEAE	Probable transcriptional regulator	PA0048	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	127
877595	Q9I783	reviewed	Y049_PSEAE	Uncharacterized protein PA0049	PA0049	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	553
878575	Q9I782	unreviewed	Q9I782_PSEAE	Uncharacterized protein	PA0050	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	46
878637	Q9I781	unreviewed	Q9I781_PSEAE	Potential phenazine-modifying enzyme	phzH PA0051	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	610
877739	Q9I780	unreviewed	Q9I780_PSEAE	Uncharacterized protein	PA0052	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	142
878088	Q9I778	reviewed	KPTA_PSEAE	Probable RNA 2'-phosphotransferase (EC 2.7.1.-)	kptA PA0054	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	182
877862	Q9I777	unreviewed	Q9I777_PSEAE	Uncharacterized protein	PA0055	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	168
877984	Q9I776	unreviewed	Q9I776_PSEAE	Probable transcriptional regulator	PA0056	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	306
878150	Q9I775	unreviewed	Q9I775_PSEAE	Lactamase_B domain-containing protein	PA0057	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	295
880931	Q9I774	unreviewed	Q9I774_PSEAE	DSBA domain-containing protein	PA0058	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	234
878070	Q9I773	unreviewed	Q9I773_PSEAE	Osmotically inducible protein OsmC	osmC PA0059	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	151
880900	Q9I772	unreviewed	Q9I772_PSEAE	Uncharacterized protein	PA0060	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	77
877992	Q9I771	unreviewed	Q9I771_PSEAE	Uncharacterized protein	PA0061	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	145
878228	Q9I770	unreviewed	Q9I770_PSEAE	Uncharacterized protein	PA0062	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	138
877630	Q9I769	unreviewed	Q9I769_PSEAE	Uncharacterized protein	PA0063	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	375
878385	Q9I768	unreviewed	Q9I768_PSEAE	Uncharacterized protein	PA0064	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	327
878495	Q9I767	reviewed	5NTD_PSEAE	5'-nucleotidase (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	PA0065	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	221
879179	Q9I766	unreviewed	Q9I766_PSEAE	Uncharacterized protein	PA0066	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	180
878482	Q9I765	unreviewed	Q9I765_PSEAE	Oligopeptidase A (EC 3.4.24.70)	prlC PA0067	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	681
878318	Q9I764	unreviewed	Q9I764_PSEAE	Uncharacterized protein	PA0068	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	91
878366	Q9I763	unreviewed	Q9I763_PSEAE	Radical SAM core domain-containing protein	PA0069	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	352
879190	Q9I762	unreviewed	Q9I762_PSEAE	Gly-zipper_Omp domain-containing protein	PA0070	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	304
879195	Q9I761	unreviewed	Q9I761_PSEAE	FGE-sulfatase domain-containing protein	PA0071	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	570
879189	Q9I760	unreviewed	Q9I760_PSEAE	MacB_PCD domain-containing protein	PA0072	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	399
878396	Q9I759	unreviewed	Q9I759_PSEAE	Probable ATP-binding component of ABC transporter	PA0073	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	239
879361	Q9I758	unreviewed	Q9I758_PSEAE	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	ppkA PA0074	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	1032
879341	Q9I757	unreviewed	Q9I757_PSEAE	PppA	pppA PA0075	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	242
879335	Q9I756	unreviewed	Q9I756_PSEAE	Uncharacterized protein	PA0076	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	226
879396	Q9I755	reviewed	TSSM1_PSEAE	Type VI secretion system component TssM1	tssM1 PA0077	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	1101
879392	Q9I754	unreviewed	Q9I754_PSEAE	OmpA-like domain-containing protein	PA0078	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	449
879382	Q9I753	reviewed	TSSK1_PSEAE	Type VI secretion system baseplate component TssK1	tssK1 PA0079	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	444
879436	Q9I752	unreviewed	Q9I752_PSEAE	Uncharacterized protein	PA0080	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	154
879413	Q9I751	unreviewed	Q9I751_PSEAE	Fha1	fha1 PA0081	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	497
879402	Q9I750	reviewed	TSSA1_PSEAE	Type VI secretion system component TssA1	tssA1 PA0082	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	344
879476	Q9I749	reviewed	TSSB1_PSEAE	Type VI secretion system sheath protein TssB1 (Sheath protein HsiB1)	tssB1 PA0083	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	172
879464	Q9I748	reviewed	TSSC1_PSEAE	Type VI secretion system sheath protein TssC1 (Sheath protein HsiC1)	tssC1 PA0084	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	498
879446	Q9I747	reviewed	HCP1_PSEAE	Protein hcp1	hcp1 PA0085	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	162
879504	Q9I746	reviewed	TAGJ_PSEAE	Type VI secretion system accessory component TagJ	tagJ PA0086	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	281
879495	Q9I745	reviewed	TSSE1_PSEAE	Type VI secretion system component TssE1	tssE1 PA0087	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	169
879483	Q9I744	reviewed	TSSF1_PSEAE	Type VI secretion system component TssF1	tssF1 PA0088	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	619
879573	Q9I743	unreviewed	Q9I743_PSEAE	Uncharacterized protein	PA0089	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	348
879553	Q9I742	reviewed	CLPV1_PSEAE	AAA+ ATPase ClpV1	clpV1 PA0090	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	902
879511	Q9I741	reviewed	VGR1A_PSEAE	Type VI secretion system spike protein VgrG1a (T6SS spike protein VgrG1a)	vgrG1a PA0091	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	643
880664	Q9I740	reviewed	TSI6_PSEAE	Immune protein Tsi6	tsi6 PA0092	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	94
880654	Q9I739	reviewed	TSE6_PSEAE	NAD(P)(+) glycohydrolase toxin Tse6 (EC 3.2.2.5)	tse6 PA0093	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	430
879595	Q9I738	reviewed	EAGT6_PSEAE	Effector EagT6	eagT6 PA0094	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	144
880726	Q9I737	reviewed	VGR1B_PSEAE	Type VI secretion system spike protein VgrG1b	vgrG1b PA0095	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	741
880714	Q9I736	unreviewed	Q9I736_PSEAE	DUF6484 domain-containing protein	PA0096	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	149
880677	Q9I735	unreviewed	Q9I735_PSEAE	DUF2169 domain-containing protein	PA0097	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	399
880743	Q9I734	unreviewed	Q9I734_PSEAE	Uncharacterized protein	PA0098	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	345
880737	Q9I733	reviewed	TSE7_PSEAE	DNase toxin Tse7 (EC 3.1.21.1)	tse7 PA0099	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	386
880727	Q9I732	reviewed	TSI7_PSEAE	Immune protein Tsi7	tsi7 PA0100	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	306
880786	Q9I731	unreviewed	Q9I731_PSEAE	Uncharacterized protein	PA0101	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	415
880767	Q9I730	unreviewed	Q9I730_PSEAE	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	PA0102	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	242
880802	Q9I729	unreviewed	Q9I729_PSEAE	Probable sulfate transporter	PA0103	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	523
881940	Q9I727	unreviewed	Q9I727_PSEAE	Cytochrome c oxidase subunit 2 (EC 7.1.1.9)	coxB PA0105	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	374
881877	Q9I726	unreviewed	Q9I726_PSEAE	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	coxA PA0106	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	530
882009	Q9I725	unreviewed	Q9I725_PSEAE	Cytochrome c oxidase assembly protein CtaG	PA0107	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	184
